name,country,city,location,exh,exhSeoId
Fallprotec S.A.,Luxembourg,Grass,Hall 1 / C98,aplusa2025.3015397,l4rIsZRVQHO1jtaTV2m2lA
Faraone Industrie S.p.A.,Italy,Tortoreto,Hall 4 / E38,aplusa2025.3013360,s0JxVV38S92zcVi6x3XKNA
Farooq Garments (Partnership),Pakistan,Lahore,Hall 16 / F83,aplusa2025.3049565,RaxyGm5fRseMAfPQzXFokQ
Fashion Art International Aamir Iqbal,Pakistan,Karachi,Hall 17 / A66-03,aplusa2025.3055802,ER2xfsRTRoa550FPlvOBXQ
FASHION SHOW,Germany,Düsseldorf,Hall 15 / G01..G04,aplusa2025.3029146,JP10FQtPTBydU4Ic9MvR7A
Fastenal GmbH,Netherlands,Dordrecht,Hall 4 / G29,aplusa2025.3019052,BR7tMSytT4mTRaqufb6crA
FASTPOINT SAS,France,Cherbourg en Cotentin,Hall 9 / B67-3,aplusa2025.3049446,LW381VgSSvSO9uoR9fM0bg
FAZAL AHMED ENTERPRISES Muhammad Irfan,Pakistan,Karachi,Hall 14 / A71,aplusa2025.3016221,ZakeGDBPSzK8orAyeMznMA
FEDERAZIONE TESSILE MODA – CONFINDUSTRIA MODA,Italy,Milano,Hall 16 / G44-05,aplusa2025.3048684,y0OntBHDSzuXxMXm351ZPA
Felix Trading BV,Netherlands,Utrecht,Hall 1 / A25,aplusa2025.3015441,dA7m5PUhRuOcZe7T94yw6g
"Fenan Safety (Shanghai) Co., Ltd.",China,Shanghai,Hall 10 / E66,aplusa2025.3052004,6sgZTQaNQHGEErI0ttUdAA
Fenix GmbH,Germany,Hückelhoven,Hall 1 / E10,aplusa2025.3042161,tTnnk9kkTdmI8rH588b6MA
FENTEC Oy,Finland,Tampere,Hall 4 / F62,aplusa2025.3034141,qAVSBfb1T02p0QljHIpQCw
FENTO Knee Protection B.V,Netherlands,Amsterdam,Hall 11 / E59,aplusa2025.3025683,eh7g3HdWQqGOJdBdkovWIw
FERLINE SYSTEM srl,Italy,Castagnole Lanze,Hall 1 / A51,aplusa2025.3040665,BdFHVyVHScmxoOUlhWwRfg
Fernando Ferro & Irmão S.A,Portugal,"Estarreja, Aveiro",Hall 16 / F84,aplusa2025.3028251,ptE13VtsQgeD8jXVwYiFLA
FeuerKrebs gUG,Germany,Hamburg,Hall 1 / E56,aplusa2025.3051095,34RKjRVTRduQSjY9WEBPuA
Feuerwehr Dortmund,Germany,Dortmund,Hall 1 / E56,aplusa2025.3053204,Se0uImsfT8KPR2SLqLhWIA
Feumat Brandschutz Technik GmbH & Co KG,Germany,Oerlinghausen,Hall 4 / E06,aplusa2025.3045723,7y1ciG51QJiKov1MYRjVDw
FF srl,Italy,Vaiano (PO),Hall 16 / G32-03,aplusa2025.3030086,25Yd5ePXQ0avDWRa42hQ3A
FGG Fortune Germany GmbH,Germany,Pinneberg,Hall 11 / B46,aplusa2025.3018193,k2l9osI7RHqFnQvB9BOwcQ
FHB original GmbH & Co. KG,Germany,Spenge,Hall 15 / A46,aplusa2025.3012989,CA05TKxvSUug5vL0YhMS0A
FIDLOCK GmbH,Germany,Hannover,Hall 16 / H32,aplusa2025.3017257,QTb9KX7uQ3a3hUsKh0A45A
Filtes International S.r.l.,Italy,Capriolo (BS),Hall 16 / B30,aplusa2025.3023333,E7XsHhsbT9aplor8XNylpw
Fimma S.p.A,Italy,Osnago,Hall 16 / F47,aplusa2025.3024815,410X2C9TTBODeRkaK41kzw
Finproject S.p.A.,Italy,Morrovalle (MC),Hall 16 / F65,aplusa2025.3021691,dIbaWwOmSOaFwSLwZI1LlA
FireCat Group d.o.o.,Slovenia,Celje,Hall 12 / A46,aplusa2025.3027525,y7iyDHOgQZiaLvFHcKQIVg
Firma Girse Jörg Girse,Germany,Detmold,Hall 4 / A48,aplusa2025.3028841,2U8H5AlDRZmA9SwUYKjyKw
"Firstar Healthcare Co., Ltd.(GUANGZHOU)",China,Guangzhou,Hall 5 / J08,aplusa2025.3014317,irPtcdpLRBi6iw0EJSPrag
FISAT Fach- und Interessenverband für seilunterstützte Arbeitstechniken e.V.,Germany,Bretzenheim,Hall 1 / E14,aplusa2025.3013074,yWxwKFq5QM6DgDqrGjn4og
"FITGO INNOVATION(SHENZHEN) TECHNOLOGY CO.,LTD",China,"Shenzhen, Guangdong",Hall 16 / J48,aplusa2025.3048193,84SNqKAUQJOfUgZlNXnZoQ
Fitzner GmbH & Co. KG,Germany,Preussisch Oldendorf,Hall 10 / B64,aplusa2025.3013040,kAWDTBZMQZyGyuv01LyWxw
FJDZ INTERNATIONAL INC,USA,"Santa Ana, CA",Hall 12 / E87,aplusa2025.3024195,t3wLTZCRRyCvvsgttkHdwg
FLA Europe N.V. Safety Jogger Works,Belgium,Oudenaarde,Hall 12 / B71,aplusa2025.3016244,ZqYszZpwS6SQ0m3E94S15w
FlashMan UK Ltd,United Kingdom of Great Britain and Northern Ireland,London,Hall 10 / D14,aplusa2025.3013357,vOgEFjqoR2GAN5tk8AfXTg
Flecksteel Industria de Artefatos Metálicos Ltda,Brazil,Campo Bom,Hall 16 / D68-01,aplusa2025.3043874,XUYzP0LTScKID7FvE8YAFw
FlexiTog,Germany,Siegen,Hall 10 / H43,aplusa2025.3049131,JZiYFiV2Qui8sAzKWj8R9w
FLOKSER TEKSTIL SAN. ve TIC. A.S,Türkiye,Istanbul,Hall 17 / B09,aplusa2025.3054883,yBLFU447R7azjUalXYuTuQ
FMT Consulting GmbH,Germany,Ludwigsburg,Hall 5 / E13,aplusa2025.3022517,xaigl1ViQ2ust08pbtwAOQ
"FOCUS GARMENTS MANUFACTURING AND TRADING CO., LTD",China,Shijiazhuang Hebei,Hall 15 / D03,aplusa2025.3041938,P7pSwGdcToq744snHlLDDA
FOOTGEL WORKS,Spain,Aspe,Hall 16 / D30,aplusa2025.3016486,RG4HcHocSECx2mk18Op4pw
FOOTGEL WORKS,Spain,Aspe,Hall 16 / D30,aplusa2025.3016486,RG4HcHocSECx2mk18Op4pw
Footsure Western Ltd.,United Kingdom of Great Britain and Northern Ireland,Gloucester,Hall 9 / E53,aplusa2025.3013300,gpd8BPHDQYW2SI4KVKJiTQ
Footwear Klick India Pvt. Ltd.,India,New Delhi,Hall 10 / G35,aplusa2025.3015382,F2c4e6vxR3ymqV4rV7LR5A
FOREIGN TRADE CHAMBER OF BOSNIA AND HERZEGOVINA,Bosnia and Herzegovina,Sarajevo,Hall 14 / D04,aplusa2025.3047885,FUXOgS0oSbme8t3ZxSKmBg
ForLife Management für den Körper Uwe Nöcker,Germany,Solingen,Hall 1 / E77,aplusa2025.3054862,QH568HWFRXy60pXVsqFC2A
"Formosa Taffeta Co., Ltd.",Taiwan,Taipei City,Hall 16 / B34,aplusa2025.3028478,MnFRtGmwSjaORYsgYRZ1hQ
ForSec,Germany,Wuppertal,Hall 14 / C32,aplusa2025.3012994,nttfhk4aSDOkGEWTVHSpQg
Fortdress Group GmbH,Germany,Siegen,Hall 10 / H43,aplusa2025.3049131,JZiYFiV2Qui8sAzKWj8R9w
FORTES Industrial (Shanghai) Company Limited,China,Shanghai,Hall 4 / A47,aplusa2025.3049451,3OXI8FsTRaGo33cZQnmCfg
Fortune Protection Safety Ltd.,"Hong Kong, China SAR","Sheung Wan, Hong Kong",Hall 4 / D43,aplusa2025.3020624,EZtZF8LIQd61EZ9PjQOAFQ
Fortunetree International Ltd.,China,Shanghai,Hall 4 / B36,aplusa2025.3016131,nOumXAi8QYOSBNExuHToDg
"FOSHAN SHUNDE YANGE LEATHER PRODUCTS CO.,LTD",China,"Foshan, Guangdong",Hall 12 / A12-3A,aplusa2025.3050103,rCD7XLGSRXexe2flr5Jqqw
France Textile Production - Nine Worths SARL,France,Colomiers,Hall 10 / A20,aplusa2025.3013512,NjgD68XZSHWcRjnTiiaVWg
Francital Environnement SAS,France,Bourgoin-Jallieu,Hall 13 / B83,aplusa2025.3026192,BEgnqAh3QXCn6xKnuodafA
Franz BV,Belgium,Ghent,"Hall 7, level 0 / A05",aplusa2025.3050564,wzgpr57gTbuZ7lICFXKqmw
Frasson S.p.A.,Italy,Loria,Hall 16 / G13,aplusa2025.3021685,bhQoexakRCCxOaMNoPGOMA
Fraunhofer Institut für Produktionstechnik und Automatisierung IPA e.V.,Germany,Stuttgart,Hall 5 / A25,aplusa2025.3045144,vEaRjloFRiWuV9RO2Lnq4A
Freie Gesundheitsberufe Dachverband für freie beratende und Gesundheit fördernde Berufe e.V.,Germany,Berlin,Hall 5 / J31,aplusa2025.3025349,NS4FsuNNTXmLFyopcKjtcA
Friedrich Münch GmbH & Co. KG,Germany,Mühlacker,Hall 10 / H65,aplusa2025.3026886,IUjgKTpzQbqgh5BsTiIV9w
FRISTADS AB,Sweden,Borås,Hall 15 / F46,aplusa2025.3017263,5uhTZ0JsSbya9dmilSaAQg
Frontier Protectivewear Pvt Ltd,India,Kolkata,Hall 15 / C60,aplusa2025.3015381,Kp5pusfvTuGOK55WOrlZpg
Fruitsnacks Germany FSG GmbH,Germany,Bergheim,"Hall 7, level 0 / A05",aplusa2025.3046514,6oNv8A30SpuyscAqx7SUzg
FTG Safety Shoes SRL,Italy,Lonigo (VI),Hall 11 / F28,aplusa2025.3027540,vb6Su99YSPmvsFKwG6drlw
FUCHSHUBER TECHNO-TEX GmbH,Germany,Lichtenstein,Hall 16 / H44,aplusa2025.3049964,19QRv7YxRNSzhIFuGQfanw
"FUJI GLOVE Co., Ltd.",Japan,"Tatsuno, Hyogo",Hall 14 / B41,aplusa2025.3013349,mP3GRpZYTn648tcGqTeWug
"FUJIAN CASHION GARMENT CO., LTD",China,"Fuzhou, Fujian",Hall 11 / B12,aplusa2025.3015392,PwdoQXyHSLG3UQe1VnTuEQ
"FUJIAN FASHION FLYING GARMENTS CO.,LTD.",China,Fuzhou,Hall 9 / C86-1,aplusa2025.3048715,xe93CihzRCOmTajHlLI8qA
"Fujian Jief Group Co., Ltd.",China,Fuzhou Fujian,Hall 12 / E88,aplusa2025.3049736,9HxQOVaaQ1OZeEluugPZew
"Fujian Jinjiang Jiahe Garments Co., Ltd.",China,Quan Zhou Fujian,Hall 16 / G84,aplusa2025.3050461,CftpqTiDROKD8ERBMhPMyw
"FUJIAN LEAD SAFETY PROTECTIVE EQUIPMENT CO.,LTD",China,"Fuzhou, Fujian",Hall 14 / E60-5B,aplusa2025.3047757,Wlg8yFQUTXmJ0PF5RivGHw
"Fujian Leadfine Garments Industrial Co., Ltd.",China,"Fuzhou, Fujian",Hall 9 / D24,aplusa2025.3049450,vs8iaQulRg6UNJCj2Vj4hw
"FUJIAN NANSHAN GARMENT CO.,LTD",China,"Quanzhou, Fujian",Hall 17 / D46,aplusa2025.3048655,5KlYfzz2RyiwkGqjG1E1ug
Fujian Quanzhou Kaming Protective Gear Co. Ltd.,China,Quanzhou,Hall 14 / A59,aplusa2025.3055568,Vjq5WroCQnudB0CBXHFnRg
"FUJIAN QUANZHOU TOPWAY IMPORT AND EXPORT Co., Ltd.",China,Jinjiang Fujian,Hall 12 / D42,aplusa2025.3048177,UovflKquQ3CzhasoenBU4g
"Fujian Safetech Protection Co.,Ltd",China,Fuzhou Fujian,Hall 10 / B56,aplusa2025.3048659,6C77kNDKTwWO2rDwnT5DWQ
"Fujian Safetech Protection Co.,Ltd",China,Fuzhou Fujian,Hall 13 / A66,aplusa2025.3049713,o1s30ILhTuKArLLVsN1DMQ
"FUJIAN SENDA IMPORT AND EXPORT TRADING CO., LTD.",China,"Quanzhou, Fujian",Hall 16 / K04,aplusa2025.3052558,im78qzJDQUOmaHmfmFw1OA
"FUJIAN TECLEAN INDUSTRIAL CO., LTD",China,"Fuzhou, Fujian",Hall 11 / D64,aplusa2025.3021745,SXdv84mVRli4OifkPiRuOg
"Fujian Tiancheng Holdings Garments Imp. & Exp.CORP.,LTD.",China,Fuzhou,Hall 10 / D10-2,aplusa2025.3048373,WZ3HdEp1SluDpakBsXhk5w
FUNCKE Sicherheitssysteme GmbH,Germany,Olpe,Hall 1 / C01,aplusa2025.3016326,NfmPXN1qQXy7U8o2JzZwBw
"Fuzhou A-ONE Garments Co., Ltd.",China,Fuzhou,Hall 12 / A01-10,aplusa2025.3048365,Do9r8JAZTBiCzQR218HZbw
"FUZHOU BANGJIE ENVIRONMENTAL PROTECTION TECHNOLOGY CO.,LTD",China,Fuzhou,Hall 9 / D83-3,aplusa2025.3048589,41GaxRMJT22oFyhI1CYd5A
"Fuzhou Changsheng Garments Co., Ltd",China,"Fuzhou, Fujian",Hall 11 / G75,aplusa2025.3053069,rrmts9j5R6qNBDoNjHHKnw
FUZHOU DMH PLASTIC CEMENT CO.LTD,China,Fuzhou Fujian,Hall 11 / C78,aplusa2025.3049700,gR4WFoPPRCu2wyMvujXtnA
"Fuzhou Hengjue Garment Co.,Ltd.",China,Fuzhou Fujian,Hall 16 / E84,aplusa2025.3048195,GNJJWyEKR5iQT3qRlb6xOg
"FUZHOU HESKA GARMENT Co., Ltd.",China,"Fuzhou, Fujian",Hall 14 / E44,aplusa2025.3014258,bnvUZlNDRueW4hPeUhEjhQ
"FUZHOU HOLLYDARE GARMENT CO.,LTD",China,Fuzhou Fujian,Hall 13 / E85,aplusa2025.3048491,OUIXjTHEQmas8ZNR6igL2g
"Fuzhou Longway Safety Co., Ltd.",China,Fuzhou,Hall 13 / B17,aplusa2025.3019786,duScEnodRCus3lnfHTfd5g
"Fuzhou Praise Garments Co.,Ltd.",China,Fuzhou Fujian,Hall 13 / A74,aplusa2025.3048293,25OxjlUDRCKE1OahM9d01Q
"Fuzhou Rainbowtex Garments Co.,Ltd",China,"Fuzhou, Fujian",Hall 9 / C86-4,aplusa2025.3048466,Ii2WmvtxQ4GnxlWatpgZYA
"Fuzhou Safemate Worldwide Co., Ltd.",China,"Fuzhou, Fujian",Hall 12 / E88,aplusa2025.3049965,mDve3Dp9Ty28T6vNtjNVFw
"FUZHOU SMARTWEAR TRADING CO.,LTD.",China,"Fuzhou, Fujian",Hall 10 / C09-2,aplusa2025.3047813,7OnOKf9RTTiz0faKocfITw
"FUZHOU UNICO TRADING CO.,LTD",China,Fuzhou,Hall 14 / D59,aplusa2025.3054310,o5Rjaz5cRGSsV4Nv8YhPeA
"FUZHOU UNIONTEX GARMENT CO.,LTD",China,"Fuzhou, Fujian",Hall 13 / G14-6,aplusa2025.3048369,oLeturD8ROa94E3e9AnYrg
"FUZHOU VTECHWEAR INTERNATIONAL CO.,LTD",China,"Fuzhou, Fujian",Hall 17 / C86-2,aplusa2025.3047759,UdqGIkWqRnyNVGL3CEC6sQ
"Fuzhou Wanjia Clothing Co.,Ltd",China,Fuzhou,Hall 9 / C83-1,aplusa2025.3048515,Qvg9i6zOSum8qWbcYYix1g
"FUZHOU WINTIMES DEVELOPMENT CO.,LTD.",China,Fuzhou,Hall 15 / G26,aplusa2025.3056852,JOUYXji1R4mkXcWF7X5mEQ
Fuzhou Xing Mao Garment Co. Ltd.,China,Fuzhou Fujian,Hall 4 / B69,aplusa2025.3048298,EVUPR11kQDq3hTJzvGIwKg
FWK Industry Sdn Bhd,Malaysia,Sungai Petani Kedah,Hall 11 / H84-4,aplusa2025.3045689,7EjO2z87SIuJGLF42MsD5A
G-LOFT®,Austria,Seeboden,Hall 16 / G65,aplusa2025.3019781,IuX2e7hQRdiFYLjAa88upg
G-TEK,USA,"Latham, NY",Hall 11 / H45,aplusa2025.3026204,TCicR98LSVC3Bnt1FoGTrg
G. Adolf Lemp & Co. GmbH,Germany,Remscheid,Hall 4 / D38,aplusa2025.3026908,c8cVT3juQ8ivPATCQFZg2Q
G. Elsinghorst Stahl und Technik GmbH,Germany,Bocholt,Hall 9 / A28,aplusa2025.3030401,V16DMzgkSimfBumgtanTHQ
G.B. Industries Sdn.Bhd.,Malaysia,Subang Jaya Selangor Darul Ehsan,Hall 9 / D75,aplusa2025.3021665,3vtj8FnYTIOy3B9fLH6Fvw
G.PLAST S.R.L.,Italy,Gambellara VI,Hall 12 / E25,aplusa2025.3012983,Wtso8qPsQIuIvbI8riJUmQ
Galilee GmbH,Germany,Willich,Hall 9 / D28,aplusa2025.3016463,nPdL9t8xTKaObI2SOVoCmQ
Gao Mi City Rui Tai Industry And Trade Co.Ltd,China,Gaomi,Hall 13 / G12-1,aplusa2025.3048463,9p0s8xa0S1O1F3Jay9Ax3w
"GAOMI CITY FURUILIN SAFETY CO.,LTD",China,Weifang Shandong,Hall 13 / A74,aplusa2025.3048292,G4MOF4gZSlaL54CxdqAxJg
"Gaomi City Shenma Footwear Co.,ltd.",China,"Gaomi City, Shandong",Hall 14 / E61-7,aplusa2025.3048368,4s9KKYEQRROe1QMzGpfD2Q
"Gaomi Jiankun Security Technology Co., ltd",China,Weifang,Hall 9 / B84-1,aplusa2025.3048712,wlXYe0sQTLSogozSB0gm1w
"GAOMI LONGFEI SHOES CO.,LTD.",China,Gaomi,Hall 12 / A68,aplusa2025.3013724,QLxmUt7zSt6vT6vAzSOWdQ
"GAOMI LUYUAN LABOUR CO.,LTD",China,"Weifang City, Shandong",Hall 12 / A01-5,aplusa2025.3048361,zUNUSWAxTm2bnHdDRTJh3Q
"Gaomi Modern Shoes Co., Ltd.",China,"Gaomi, Shandong",Hall 13 / G55,aplusa2025.3051635,91EXZd79RNu6nQy97Pokew
"GAOMI RONGBANG SHOES CO.,LTD",China,"Gaomi, Weifang, Shandong",Hall 10 / C09-1,aplusa2025.3047996,7y8KgxPzQiS2YBnQ5ClB8A
"Gaomi Shunaite Labor Protection Products Co., Ltd",China,Gaomi,Hall 16 / E88-2,aplusa2025.3048331,yHWAdqISQWCGxg5TKYjhkw
"Gaomi Tongyu Shoes Co., Ltd",China,Gaomi City Shandong Province,Hall 9 / D24,aplusa2025.3048514,qxyCGOuYQdiAj42DkNJHSw
"Gaomi Yuxin Industrial and Trading Co., Ltd.",China,"Gaomi City, Shandong Province",Hall 11 / B84-6,aplusa2025.3047787,OtxM2CMPSm6mNpLYITzltQ
"Gaozhou Haohai Leather Products Co.,Ltd.",China,"Gaozhou, Guangdong",Hall 12 / A01-3,aplusa2025.3047778,djCEAyDjRPeI6vf1D4V3ug
"GAOZHOU TENGYUE LEATHER PRODUCTS CO.,LTD",China,Maoming,Hall 17 / E48,aplusa2025.3048547,JBM1MIy5SV63RFVoW95BLg
"Gaozhou Yongli Labor Protection Products Co., Ltd",China,Gaozhou Guangdong,Hall 5 / M17,aplusa2025.3056436,gN3yPh0sSly3wEQBHEHHNg
Gastec Corporation,Japan,Ayase-City Kanagawa,Hall 1 / C21,aplusa2025.3027514,t091RpG2SkOyGHRXlZJSLQ
Gaston MILLE,France,Courthezon,Hall 10 / D24,aplusa2025.3026200,S82PVThcT7mXtNJ7ItzyVg
Gauthier Tissus SAS,France,Saint Victor de Morestel,Hall 15 / C24,aplusa2025.3055215,JKmPAjlrQ7yJbTOYz6tw8Q
"GB TEXTILE CO., LTD.","Korea, Republic",Seoul,Hall 10 / F03-2,aplusa2025.3049412,HBSGlsbATgCEnGouCDt0iQ
GDG imp. art. BHP s.c.,Poland,Warszawa,Hall 10 / F46,aplusa2025.3015219,3OYDlidLTJKNfFMw6BqwCQ
"GDI-Solution co., Ltd.","Korea, Republic",Seoul,Hall 4 / B32,aplusa2025.3016133,ypsHojNqSx62bzn9Vg5TgA
GDS GMBH & Co KG,Germany,Heilsbronn,Hall 17 / C76,aplusa2025.3034339,ypyc3rx8Rle3m7a7u97mpw
Gebrüder Rensing GmbH,Germany,Bocholt,Hall 14 / D44,aplusa2025.3026879,TSm4Vi15TaCdRLg6eq3yLw
Gefahrstoffinformationssystem Chemikalien der BG RCI und BGHM (GisChem),Germany,Heidelberg,"Hall 7, level 0 / C27",aplusa2025.3058632,M0E6OWOzRnuBGfmMGUh0nQ
Geilenkothen Fabrik für Schutzkleidung GmbH,Germany,Gerolstein,Hall 12 / A87,aplusa2025.3015211,yAtU95YbR7CgQOvJ89ZnTw
GelKoh GmbH,Germany,Hamm,Hall 4 / H35,aplusa2025.3041802,jDpfJparTPqDcVLevJyEkA
Genesi Srl,Italy,Brembate di Sopra,Hall 1 / A35,aplusa2025.3027742,Qw5SvlnuQXaQX6IAMgcIog
German Bionic Systems GmbH,Germany,Augsburg,Hall 5 / E16,aplusa2025.3047829,KsxtyXzESjSotyVfNEFt4Q
Gesamtverband der deutschen Textil- und Modeindustrie e. V.,Germany,Berlin,Hall 5 / D17,aplusa2025.3016268,ouqN522OSOeus2YGODrtCw
Gesellschaft f. Umweltmeßtechnik GmbH,Germany,Potsdam,Hall 1 / B82,aplusa2025.3015769,vISjqWjUSROnlsaZWyvkdA
GetSteps GmbH,Germany,Berlin,Hall 13 / D72,aplusa2025.3043053,3jkmwjoGQHKXHRdMpwD7Eg
Getzner Textil AG,Austria,Bludenz,Hall 16 / B48,aplusa2025.3016219,XPGPbjU1QMafurFUIAoKRw
GfG - Gesellschaft für Gerätebau mbH,Germany,Dortmund,Hall 1 / D81,aplusa2025.3016951,pCgkuhgBSxyyBZH4FkOK6Q
GFU GmbH,Germany,Potsdam,Hall 1 / B82,aplusa2025.3015769,vISjqWjUSROnlsaZWyvkdA
Ghosh Exports Pvt. Ltd.,India,Kolkata,Hall 13 / E46,aplusa2025.3015383,A58rZS5HRcSoOZsRAA22Xw
GIASCO s.r.l.,Italy,Chiampo,Hall 10 / A46,aplusa2025.3014973,wn1m3NseQSe1YP6ShhsIsA
GIBLOR'S Srl.,Italy,Carpi (MO),Hall 15 / D48,aplusa2025.3054743,xaijLXhjSuaSQZQDm4CZ2w
"Giolite Lumian Co., Ltd.","Korea, Republic",Seoul,Hall 17 / C22,aplusa2025.3015377,xVirCdwTTbC2RA3mLkPk2Q
Global International BV,Netherlands,Haarlem,Hall 17 / A52,aplusa2025.3040339,58IOZEwZTuaA5MsK85i3xw
Global Nonwoven TEKNİK TEKSTİL SAN. LTD. ŞTİ.,Türkiye,Gaziantep,Hall 17 / D44,aplusa2025.3034340,ViwWFEByT8SaZuPNcy5pww
Global Safety AG,Switzerland,Zürich,Hall 13 / D04,aplusa2025.3048663,O4dUTZIsRYeLEF1f0b5xRw
Global Textiles Limited Liability Partnership,India,Unnao,Hall 16 / K79,aplusa2025.3027265,MFNPCIPjQz2tXgd4l47Hjw
Globalfit Industria de Componentes Ltda,Brazil,Novo Hamburgo,Hall 16 / D68-03,aplusa2025.3044481,quNsBXR2RzSdMnsT71Rg3w
Globus Ltd.,United Kingdom of Great Britain and Northern Ireland,Manchester,Hall 9 / D14,aplusa2025.3021666,bMxslwLVRsyhRjaxURGm2Q
GLORIA,Germany,Wadersloh,Hall 1 / B98,aplusa2025.3042162,oPqAVezeTSesTBmBrXpikA
Gloria GmbH,Germany,Wadersloh,Hall 1 / B98,aplusa2025.3042162,oPqAVezeTSesTBmBrXpikA
Gloria Sewing Factory LLC,Armenia,Vanadzor,Hall 16 / J22,aplusa2025.3053665,4CZWmUNCTRmGMH2v3pHbZw
GLOTEX ASIA LIMITED,"Hong Kong, China SAR",Hong Kong,Hall 17 / C80,aplusa2025.3024163,r9PmD6NDRqKJU7de7VcZLw
"Gloveland Technology Co., Ltd.","Korea, Republic",Chilgok-gun Gyeongsangbuk-do,Hall 10 / C34,aplusa2025.3017260,9yMlz4UFQHqOh3VQsHCdFw
Gloves n Gloves Partnership,Pakistan,Lahore,Hall 11 / F57,aplusa2025.3015988,F3tqvjRZT3WuqpG83hwoww
GM DISTRIBUTION SAS,France,Montagny,Hall 4 / A56,aplusa2025.3013053,iDE7hKVWQaKUt948giX6Yg
Goessel Services GmbH,Germany,Emsbüren,Hall 16 / K47,aplusa2025.3029605,cViH4KZZQ4C3ZcuNpw6f0w
GOHAR TEXTILE MILLS (PVT) LTD,Pakistan,Faisalabad,Hall 16 / K35,aplusa2025.3032180,Y0R8A31OQAmZnRRwsRfG5w
GOLDECK TEXTIL GmbH,Austria,Seeboden,Hall 16 / G65,aplusa2025.3019781,IuX2e7hQRdiFYLjAa88upg
"GoodMate (Cambodia) HeadWears Co., Ltd.",Cambodia,Phnom Penh,Hall 17 / B66,aplusa2025.3047656,4yWkCJVaSqC7XeHKBufU1g
"GoodPRO, s.r.o.",Czechia,Prestice,Hall 9 / E18,aplusa2025.3026535,hhM1e6MLRsmdIXNC24C7sA
"Gor Factory, S.A.",Spain,Fortuna (Murcia),Hall 15 / A63,aplusa2025.3016487,tpA6iYdyRgS6t6H9aTjMcw
GORE-TEX Brand,Germany,Putzbrunn,Hall 11 / H67,aplusa2025.3016245,F2iV5N8gTiW88QiYY95DLQ
Gottlob Stahl Wäschereimaschinenbau GmbH,Germany,Sindelfingen,Hall 16 / A22,aplusa2025.3024193,amehNRKZSlmUVqO67devwA
Granberg AS,Norway,Bjoa,Hall 9 / B54,aplusa2025.3024804,jSLm7dJATuSJZHcEAvemhw
"GrandeTex Development Co., Ltd.",Taiwan,New Taipei City,Hall 17 / A46-06,aplusa2025.3047341,ywedf7BAT0iqpvQyL4LDDQ
"Great Garments (Fuzhou) Co., Ltd.",China,"Fuzhou, Fujian",Hall 16 / E88-1,aplusa2025.3048414,Lbt3JiezQdi3vop3TAMJgw
GreatGuard Safety Pty Ltd,Australia,Melbourne,Hall 14 / E32,aplusa2025.3013322,EvoVHubhSRyCbAoqLowLkA
Green Loop Europe Aps,Denmark,Bedsted Thy,Hall 15 / A11,aplusa2025.3044910,OqKzrNl1SOWKFfdTCwQ3Xg
green loop,Denmark,Bedsted Thy,Hall 15 / A11,aplusa2025.3044910,OqKzrNl1SOWKFfdTCwQ3Xg
"Greenland Manufacturing & Trading Co., Ltd.",China,Shijiazhuang,Hall 9 / C86-3A,aplusa2025.3048335,HkXBjFLQQ4Wgte8VG2YCQw
GREIFF Mode GmbH Co. KG,Germany,Bamberg,Hall 15 / G48,aplusa2025.3014254,Tk2N2x8xQBaC4o5c9XTRLg
Grigoryan's Tex LLC,Armenia,Yerevan,Hall 16 / J22,aplusa2025.3054709,e1UXPcEuSMusnbf3hj9HoA
GRIPPAZ,USA,"Latham, NY",Hall 11 / H45,aplusa2025.3026204,TCicR98LSVC3Bnt1FoGTrg
GRIPPS EU B.V.,Netherlands,Maasland,Hall 1 / B14,aplusa2025.3036615,yE6ymnEsTKaGiKvSxs3PhA
Grisport S.p.A.,Italy,Castelcucco (TV),Hall 13 / A57,aplusa2025.3012998,WQEZmNidTSmmzFTrT3Eqhg
Grubs Boots Limited,United Kingdom of Great Britain and Northern Ireland,Bolton,Hall 14 / B62,aplusa2025.3027057,FlCdOGYOTF6jxCU8eMn7Kg
GRÜN GmbH,Germany,Wilnsdorf,Hall 1 / D25,aplusa2025.3045721,DQSXwaFTS52IrptwUTvhew
Gruppo P&P Loyal SpA,Italy,La Spezia,Hall 13 / D55,aplusa2025.3016016,4IFlNe2BRKqx9PEV3FNDDA
GTV Poland SA,Poland,Pruszków,Hall 9 / D63,aplusa2025.3013075,8dSzpqYAQ1KrNsXqQR9hnw
GTX Poland Sp. z o.o. Sp.k.,Poland,Warszawa,Hall 13 / A13,aplusa2025.3016510,e4fIAuyLS9eColNU7WB4uQ
GuangDong Cooling Technology Co. Ltd.,China,"Shenzhen, Guangdong",Hall 16 / K68,aplusa2025.3027100,eGpx0C0qRbuyNJGx4YGkng
"Guangdong Golden Brand Technology Co., LTD",China,Foshan,Hall 16 / C68,aplusa2025.3021687,NKmSmSZXR6auGhXwJHIU3w
"Guangdong J&Y Industrial Co.,Ltd",China,"Guangzhou, Guangdong",Hall 9 / A86-1,aplusa2025.3048310,G2tu26iYSLSbVNmAhjTZew
Guangdong KYD Precision Machinery Co. Ltd,China,Dongguan Guangdong,Hall 16 / G04,aplusa2025.3050810,hCUbtm4PReWoT0iLulnROQ
