gjepc_exhibitor_id,name,origin_flag,country_or_origin,flag_basis,section,hall,stall,city_as_listed
EXH1211,V-CHAINS JEWELLERY PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 262A,MUMBAI
EXH206,V.K. JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AB 6c,DELHI
EXH646,V.K.JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6C 027C,MUMBAI
EXH1063,VAGONI TRADE LINK,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-E 7q,MUMBAI
EXH1634,VAIBHAV CREATIONS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-K 19f,MUMBAI
EXH509,VAISHNAVI GEMS & JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6M 091B,HYDERABAD
EXH525,VAJRA,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-M 23a,BENGALURU
EXH1174,VALDARIA IMPEX PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3P 415B,MUMBAI
EXH957,VALENTINE JADAU,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AF 33a,JAIPUR
EXH806,VAMA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 320,MUMBAI
EXH1615,VARAKRUPA JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6A 003,BENGALURU
EXH1197,VARDHMAN JEWELS TECH PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-G 14f,MUMBAI
EXH1305,VARNICA JEWELS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2F 136,MUMBAI
EXH597,VASUPATI JEWELLERS INDIA PVT.  LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 265A,MUMBAI
EXH1085,VEE J JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-M 23d,MUMBAI
EXH1278,VEEKAY DIAMANTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 478C,MUMBAI
EXH853,VEER JEWELLERS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2J 274C,MUMBAI
EXH428,VELI BELI PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-C 4k,SURAT
EXH1074,VENKATESH JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 155,MUMBAI
EXH1338,VERO STELLA JEWELS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 455B,MUMBAI
EXH662,VESARA JEWELS PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-H 14m,BENGALURU
EXH649,VIJAY JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-F 11b,MUMBAI
EXH1456,VIJAYKUMAR ABASAHEB BHOSALE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-H 15e,KOLHAPUR
EXH1205,VIJAYRAJ JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3L 337,MUMBAI
EXH1114,VIKRAM MEHTA DESIGN STUDIO PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AC 16a,BENGALURU
EXH902,VINATI JEWELLERS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6D 030A,HYDERABAD
EXH772,VINAYAK SILVER,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-X 44e,AHMEDABAD
EXH2006,VIPS JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-F 11c,MUMBAI
EXH1382,VIPUL JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-D 7b,MUMBAI
EXH1973,VIRAASAT JEWELS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AD 20c,JAIPUR
EXH959,VITHRAAG JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6C 020A,CHENNAI
EXH146,VK JEWELS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4S 486B,RAJKOT
EXH1113,VL SHUBH CREATION PRIVALTE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-E 7k,MUMBAI
EXH213,VRUSHABH ORNAMENTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-V 39f,AHMEDABAD
EXH1450,VS JEWELLERY WHOLESALER GLOBAL PVT. LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6F 051,HYDERABAD
EXH1243,VV SILVER PALACE PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-T 36c,NEW DELHI
EXH55,WESTERN EQUIPMENTS AND ALLIED PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 578B,MUMBAI
EXH865,WHITE LOTUS JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6M 095D,JAIPUR
EXH1,WORLDWIDE GEM EXPORTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AR 56h,MUMBAI
EXH1595,YASHODA JAGDISH & SONS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 172,MUMBAI
EXH211,YASONI GOLDIAM PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 158,MUMBAI
EXH1752,YESHWIN ENTERPRISES LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-R 31b,JAIPUR
EXH1528,ZAMBAD INDUSTRIES PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-H 14q,AKOLA
EXH966,ZAVERAT,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 280,RAJKOT
EXH1915,ZAYNA EXPORTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AE 26a,AMRITSAR
EXH1816,ZEST CORPORATION,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 452A,MUMBAI
EXH1102,ZITHARA TECHNOLOGIES PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,allied,Hall Aurum,AU 023F,HYDERABAD
EXH2103,AMOGH JEWELS PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-E 10a,BENGALURU
EXH2121,CORAL GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-C 6f,SURAT
EXH2096,GIA INDIA LABORATORY PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lab_edu,Hall 6,6K 071A,MUMBAI
EXH2107,GOLDEN TOUCH ARTWARE  PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-X 42k,DELHI
EXH2101,JKGOLD CHEMICALS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 526,MUMBAI
EXH2123,KAASHVI JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,Jio-B 4A,MUMBAI
EXH2106,KISHORE MOTIWALA,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AM 48i,JAIPUR
EXH2105,RII SIGNATURE JOOLRY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-K 18q,MUMBAI
EXH2111,SHAKTI ENTERPRISE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,allied,Hall 5,5V 572A,MUMBAI
EXH2095,SHANTINATH PEARLS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AM 48h,MUMBAI
EXH2110,SHREE RAJ JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 404A,SECUNDERABAD
EXH2170,THYOHAR DIAMONDS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6P 098G,THRISSUR
EXH2113,V CHAINS JEWELLERY PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 262A,MUMBAI
EXH1557,1UNIQUE JEWELS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AD 21c,MUMBAI
EXH933,4CS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 404F,MUMBAI
EXH1012,A & A GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 271A,MUMBAI
EXH706,A G JEWELS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6R 125E,JAIPUR
EXH847,A R JEWEL,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6Q 116,SURAT
EXH676,A. MAHENDRA JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4S 485C,MUMBAI
EXH1974,A.B. GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 317,MUMBAI
EXH462,A.D.JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-M 22k,MUMBAI
EXH1785,A.J. MEHTA & CO.  LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-H 13g,MUMBAI
EXH1498,A.S. GEMS EXPORT,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AR 56e,JAIPUR
EXH1583,AADITYA DIAMGOLD PVT.LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3N 397A,AHMEDABAD
EXH150,AAHAV FINE JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6M 089D,MUMBAI
EXH1613,AAKAR JEWELLS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-J 15r,MUMBAI
EXH887,AANGI CREATION,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 471D,AHMEDABAD
EXH1701,AANGI GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6P 104D,MUMBAI
EXH504,AARADHYA JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 461E,SURAT
EXH691,AARNA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3P 414B,MUMBAI
EXH715,AARNA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6Q 110,JAIPUR
EXH749,AAROH JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AC 19c,MUMBAI
EXH1512,AAROHI JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 169,MUMBAI
EXH1818,AARPEE BANGLES,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 4,4S 490C,MUMBAI
EXH2051,AASHI FACETS HK LIMITED,FOREIGN,"Hong Kong SAR, China","GJEPC exhibitor-list Section field = 'International Jewellery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'HONG KONG' -> country inferred",International Jewellery,Hall Pavillion,JIO-P 28c,HONG KONG
EXH1886,AASHNA DIAMOND,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_diamonds,Hall Pavillion,JIO-H 13e,MUMBAI
EXH888,AASTHA DIAMONDS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 246B,MUMBAI
EXH954,AAYU JEWELS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lgd_jewellery,Hall Pavillion,JIO-Z 46g,MUMBAI
EXH1387,ABANS JEWELS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 406E,MUMBAI
EXH480,ABHAY NAVINCHANDRA,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AE 26d,MUMBAI
EXH2104,ABHAY PEARLS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AM 48g,HYDERABAD
EXH1005,ACEPETAL JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5U 560,MUMBAI
EXH14,ACHAL GOLD LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3N 398B,AHMEDABAD
EXH727,ACPL EXPORTS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-U 38a,NEW DELHI
EXH697,ACTION GOLD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 260A,MUMBAI
EXH1874,ADA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 205,JAIPUR
EXH1923,ADANI & CO,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2J 273E,MUMBAI
EXH1718,ADHIRAJ IMPEX,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AJ 43h,JAIPUR
EXH1633,ADITYA GEMS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AL 47b,JAIPUR
EXH237,ADITYA JEWELS INDIA LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2K 282,HYDERABAD
EXH347,ADVIKA CREATION,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 214,JAIPUR
EXH2014,ADVIT JEWELS LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AF 27b,JAIPUR
EXH2092,AFRA INTERNATIONAL FZC,FOREIGN,United Arab Emirates,"GJEPC exhibitor-list Section field = 'International Machinery' (organizer-assigned foreign/international pavilion category, distinct from domestic sections like plain_gold/diamond_colorstone/silver_jewellery_artifacts); City field = 'SHARJAH' -> country inferred",International Machinery,Hall 5,5U 520,SHARJAH
EXH682,AGARWAL & CO,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3N 390D,JAIPUR
EXH1548,AGCOLOR LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AG 38a,JAIPUR
