name,country_iso3,country_label,city,email,homepage,rewriteId
ComfortAce B.V.,NLD,Netherlands,Rijsbergen,info@comfortace.nl,www.ComfortAce.nl,comfortace-bv
Comfy Angel D.o.o.,MKD,North Macedonia,Prilep,info@comfy-angel.com.mk,www.somnia.com.mk,comfy-angel-doo
Comfy Nest International Sdn Bhd,MYS,Malaysia,Puchong,suoying@comforcel.com.my,www.comforcel.com,comfy-nest-international-sdn-bhd
COMMA,IND,India,Gurugram,abha@comma.co.in,,comma
Continental Home Textiles Pvt. Ltd.,PAK,Pakistan,Karachi,ashraf.majeed.ctl@gmail.com,www.chtl.com.pk,continental-home-textiles-pvt-ltd
Continental Towels (Pvt) Limited,PAK,Pakistan,Karachi,,,continental-towels-pvt-limited
"Coolist Life Technology Co., Ltd.",CHN,China,Suzhou Jiangsu,eva@coolist.cc,www.coolist.cc,coolist-life-technology-co-ltd
C.O. S.R.L.,ITA,Italy,Casavatore,,,co-srl
COTOBLAU SA,ESP,Spain,Ontinyent,candid@cotopur.com,www.cotopur.com,cotoblau-sa
"Coton Couleur - Empresa Textil, SA",PRT,Portugal,S.Jorge Selho-GUIMARAES,geral@cotoncouleur.com,www.cotoncouleur.com,coton-couleur---empresa-textil-sa
Cotton and More for Textile,EGY,Egypt,"Sadat, Menofya",mamer@cottonandmore.com.eg,www.cottonandmore.com.eg,cotton-and-more-for-textile
Coimbatore Cotton Concepts and Designs Pvt. Ltd.,IND,India,Coimbatore,cottonconcepts@gmail.com,www.cottonconcepts.cc,coimbatore-cotton-concepts-and-designs-pvt-ltd
Egyptian Cotton Association,EGY,Egypt,"Mohandessine, Giza",info@cottonegyptassociation.com,www.cottonegyptassociation.com,egyptian-cotton-association
Cotton Empire (Private) Limited,PAK,Pakistan,Karachi,imran.hassan@cottonempire.com,www.cetextiles.com,cotton-empire-private-limited
Craftex India Textiles LLP,IND,India,Distt JHAJJAR Haryana,anirudh@craftexindia.com,www.craftexindia.com,craftex-india-textiles-llp
Creaciones Euromoda S.L.,ESP,Spain,Bocairent,alex@creaciones-euromoda.com,www.creaciones-euromoda.com,creaciones-euromoda-sl
Creantes S.A.,CHE,Switzerland,Lugano,marco@creantes.com,www.creantes-disegni.com,creantes-sa
Creative Homefashion Production &amp; Trade GmbH,AUT,Austria,Altach,g.resch@creative-homefashion.com,www.creative-homefashion.com,creative-homefashion-production--trade-gmbh
Creative Impex,IND,India,Karur,exports@creativeimpex.in,www.creativeimpex.in,creative-impex
Creative Knots LLP,IND,India,Bhadohi,,,creative-knots-llp
Creative Textile Mills Pvt. Ltd.,IND,India,"Mumbai, Maharashtra",rajesh.goyal@creativegroup.in,www.creativegarments.com,creative-textile-mills-pvt-ltd
Creative Weavers Global,IND,India,Panipat,yogesh@creativeweavers.in,WWW.CREATIVEWEAVERS.IN,creative-weavers-global
The Crescent Textile Mills Limited,PAK,Pakistan,Faisalabad,crestex@ctm.com.pk,www.crescenttextile.com,the-crescent-textile-mills-limited
Crishome Tex Unipessoal Lda.,PRT,Portugal,Vila nova Sande,cristinateixeira@crishometex.pt,www.crishometex.pt,crishome-tex-unipessoal-lda
Crispim Abreu &amp; Cia. Lda.,PRT,Portugal,Serzedelo GMR,info@crispimabreu.pt,www.crispimabreu.pt,crispim-abreu--cia-lda
C&amp;R Textiles Pvt. Ltd.,IND,India,New Delhi,iacs@iacs.in,www.iacs.in,cr-textiles-pvt-ltd
CRYSTAL CRAFT,IND,India,New Delhi,crystalcraft.cc@gmail.com,,crystal-craft
Dabedan Tejidos Ignifugos S.L.,ESP,Spain,Sabadell,dabedan@dabedan.com,www.dabedan.com,dabedan-tejidos-ignifugos-sl
Daily Surplus International Limited,HKG,Hong Kong,"San Po Kong, Kowloon",chenfei@mf-fz.com,,daily-surplus-international-limited
Daimon Home Tekstil Sanayi ve Ticaret Limited Sirketi,TUR,Türkiye,Istanbul,ayten@daimonhome.com,www.daimonhome.com,daimon-home-tekstil-sanayi-ve-ticaret-limited-sirketi
Dakshin Home Fashions,IND,India,Karur,info@dakshinindia.com,www.dakshinindia.com,dakshin-home-fashions
Dalal Industries (Pvt) Ltd.,PAK,Pakistan,Karachi,dalal@dalalindustries.com,www.dalalindustries.com,dalal-industries-pvt-ltd
Danial Fabrics (Pvt) Ltd,PAK,Pakistan,Lahore,am_marketing@danialfabrics.com,www.danialfabrics.com,danial-fabrics-pvt-ltd
Davis Fabrics Sp. z o.o.,POL,Poland,Bielsko-Biala,biuro@davis.pl,www.davis.pl,davis-fabrics-sp-z-oo
Dawood Exports (Pvt) Ltd.,PAK,Pakistan,Faisalabad,info@dawoodtex.com,www.dawoodtex.com,dawood-exports-pvt-ltd
DBS Lifestyle India Private Limited,IND,India,New Delhi,divya@dbstd.com,www.dbslifestyle.com,dbs-lifestyle-india-private-limited
D. C. Interiors,IND,India,Alappuzha,marketing@detilishrugs.com,www.detilishrugs.com,d-c-interiors
D&#39;decor Exports Private Limited,IND,India,Mumbai,mukulm@ddecor.com,www.ddecor.com,ddecor-exports-private-limited
Ddecor Home Fabrics Pvt. Ltd.,IND,India,Mumbai,exhibitions@ddecor.com,www.ddecor.com,ddecor-home-fabrics-pvt-ltd
Debonair Padding And Quilting Solution Ltd.,BGD,Bangladesh,Mymensingh,info@bttlmea.com.bd,www.debonairgroupbd.com,debonair-padding-and-quilting-solution-ltd
Decent Textiles,PAK,Pakistan,Faisalabad,tanzeela@decenttextile.com,www.decenttextile.com,decent-textiles
Deco Center Srl,ROU,Romania,Cluj,ioan.pintea@decocenter.ro,www.mendolafabrics.ro,deco-center-srl
Decofloor India,IND,India,"Huda, Panipat",sales@decofloorindia.com,www.decofloorindia.com,decofloor-india
SIEVAL AUTOMATISERING B.V. Sieval Dedicated Solutions,NLD,Netherlands,Steenwijk,info@sieval.com,www.sieval.com,sieval-automatisering-bv-sieval-dedicated-solutions
Decoprint N.V.,BEL,Belgium,Zele,geraldine.debruyne@deco-print.be,www.deco-print.be,decoprint-nv
DE Envision,USA,United States,High Point North Carolina,tyou@deenvision.com,,de-envision
"Deepak Textiles, a Division of Deepak Traders",IND,India,Mumbai,info@deepaktraders.com,www.deepaktraders.com,deepak-textiles-a-division-of-deepak-traders
DEKOMA Sp. z o.o.,POL,Poland,"Swarzedz, Zalasewo",office@dekoma.eu,www.dekoma.eu,dekoma-sp-z-oo
Delin Tex,PAK,Pakistan,Faisalabad,info@delintex.com.pk,www.delintex.com.pk,delin-tex
Demsan Denizli Mensucat San. ve Tic. A.S.,TUR,Türkiye,Denizli,cuneytd@demsantextile.com,www.demsantextile.com,demsan-denizli-mensucat-san-ve-tic-as
Denizli Exporters Association,TUR,Türkiye,Pamukkale/Denizli,urge@denib.gov.tr,www.denib.gov.tr,denizli-exporters-association
Musso Durani Tekstil Turizm San. ve Tic. Ltd. Sti.,TUR,Türkiye,Bursa,,,musso-durani-tekstil-turizm-san-ve-tic-ltd-sti
Dersiyon Tekstil Sanayi Ve Ticaret Ltd. Sti,TUR,Türkiye,"Nilufer, Bursa",dersiyon@dersiyon.com.tr,www.dersiyon.com.tr,dersiyon-tekstil-sanayi-ve-ticaret-ltd-sti
Designers Guild Einrichtungs GmbH,DEU,Germany,München,munich@designersguild.com,www.designersguild.com,designers-guild-einrichtungs-gmbh
DESIGN TEX,IND,India,PANIPAT,sarthak@designtex.co.in,www.designtex.co.in,design-tex
Devan Chemicals NV,BEL,Belgium,Ronse,info@devan-be.com,www.devan.net,devan-chemicals-nv
DHINGRA EXPORTS,IND,India,Panipat,info@dhingraexport.in,www.dhingraexport.in,dhingra-exports
Diamond Export Industries (Pvt.) Ltd.,PAK,Pakistan,Faisalabad,amerexport@diamondexportind.com,www.diamondfabrics.com,diamond-export-industries-pvt-ltd
Diane Harrison SL,ESP,Spain,Benissa,tristan@dianeharrison.co.uk,,diane-harrison-sl
Dicitex Furnishings Pvt. Ltd.,IND,India,Mumbai,priya@dctex.com,www.dctex.com,dicitex-furnishings-pvt-ltd
DILZA AEE,GRC,Greece,Kalamaria,sales@dilzas.gr,www.dilzas.gr,dilza-aee
DIN Textile Mills Ltd.,PAK,Pakistan,Karachi,,,din-textile-mills-ltd
Disegni &amp; C. Snc Di Ponti Giuseppe E Soci,ITA,Italy,Como,info@disegniandco.it,,disegni--c-snc-di-ponti-giuseppe-e-soci
DITEX SM OOD,BGR,Bulgaria,Vratza,mira.ivanova@ditexbg.com,ditexsm.com,ditex-sm-ood
Divya Textiles (A Division of Divya Global Pvt. Ltd.),IND,India,"Mumbai, Maharashtra",info@divyatex.com,www.divyatex.com,divya-textiles-a-division-of-divya-global-pvt-ltd
DLS Traders,IND,India,"Salem, Tamil Nadu",marketing@dlstraders.in,www.dlstraders.in,dls-traders
DM Industrial Pte. Ltd.,SGP,Singapore,Singapore,elle.lee@dm-home.co,,dm-industrial-pte-ltd
DNS Tekstil San ve Tic Ltd. Sti,TUR,Türkiye,Merkezefendi/Denizli,,,dns-tekstil-san-ve-tic-ltd-sti
Dolphin Rubber Industries,IND,India,Kottayam,renju@dolphinrubbermat.com,www.dolphinrubbermat.com,dolphin-rubber-industries
Domingos de Sousa &amp; Filhos SA,PRT,Portugal,Gandarerla,fatimasousa@domingossousa.pt,www.domingossousa.pt,domingos-de-sousa--filhos-sa
DOMITEKA UAB,LTU,Lithuania,Silagalys,info@domiteka.lt,,domiteka-uab
Donato Martinelli &amp; C. S.n.c.,ITA,Italy,Leffe,info@donatomartinelli.com,www.donatomartinelli.com,donato-martinelli--c-snc
"Dongyang Mfg Co., Ltd",KOR,"Korea, the Republic of (South)",Changwon-Si,,,dongyang-mfg-co-ltd
Donmez Dokuma ve Konfeksiyon San. ve Tic. Ltd. Sti.,TUR,Türkiye,Buldan/Denizli,buldans@buldans.com.tr,www.buldans.com.tr,donmez-dokuma-ve-konfeksiyon-san-ve-tic-ltd-sti
dormiente GmbH,DEU,Germany,Heuchelheim a. d. Lahn,info@dormiente.com,www.dormiente.com,dormiente-gmbh
Dost Tekstil Konfeksiyon Sanayi ve Ticaret A.S.,TUR,Türkiye,Denizli,dost@dosttextiles.com.tr,www.dosttextiles.com.tr,dost-tekstil-konfeksiyon-sanayi-ve-ticaret-as
Down Creators AD,BGR,Bulgaria,Radinovo,info@downcreators.com,www.downcreators.com,down-creators-ad
"Estudi Drapets, S.L.",ESP,Spain,BADALONA (BARCELONA),administracion@drapets.com,www.drapets.com,estudi-drapets-sl
Dream Collections,IND,India,Haryana,rachin@dreamcollections.net,www.dreamcollections.net,dream-collections
Dream Home Carpets Pvt. Ltd.,IND,India,Karnal,ankur.gupta@dreamhomecarpets.com,www.dreamhomecarpets.com,dream-home-carpets-pvt-ltd
Dsant Living Private Limited,IND,India,Panipat,deepak@dsantliving.com,,dsant-living-pvt-ltd
Duoo Studio SAS,FRA,France,Vincennes,duoostudio@orange.fr,https://www.duoostudio.com/,duoo-studio-sas
Eastman Chemical B.V.,NLD,Netherlands,Rotterdam,ariadnaramirez@eastman.com,https://www.tritanfromeastman.com,eastman-chemical-bv
EAT GmbH &#39;The DesignScope Company&#39;,DEU,Germany,Krefeld,,www.designscopecompany.com,eat-gmbh-the-designscope-company
Edelvika PJSC,UKR,Ukraine,Lutsk,olga.kasian@edelvika.com,edelvika.com,edelvika-pjsc
Edmund Bell &amp; Co. Ltd.,GBR,Great Britain and Northern Ireland,Rochdale,marketing@edmundbell.com,www.edmundbell.com,edmund-bell--co-ltd
Egem Tekstil Konfeksiyon Sanayi Ve Ticaret Limited Sirketi,TUR,Türkiye,Denizli,arif@egemtekstil.com,www.egemtekstil.com.tr,egem-tekstil-konfeksiyon-sanayi-ve-ticaret-limited-sirketi
Egger Textiles B.V.,NLD,Netherlands,Klazienaveen,m.doek@eggertextiles.nl,www.eggertextiles.nl,egger-textiles-bv
Egyptian Fibers Company - EFCO,EGY,Egypt,10th of Ramadan City,exporta@efcocarpet.com,www.efcocarpets.com,egyptian-fibers-company---efco
Egyptian Italian Company for Home Textiles and Towels,EGY,Egypt,El-Mahalla El-Kubra,,www.eigtex.com,egyptian-italian-company-for-home-textiles-and-towels
Egypt Nile Home Textile Co. Ltd.,EGY,Egypt,Ismailia,,,egypt-nile-home-textile-co-ltd
"Qingdao Eifong Home Textiles Co., Ltd.",CHN,China,Qingdao Shandong,wen@yatex.com,,qingdao-eifong-home-textiles-co-ltd
Ekart Teks. San ve Tic. A.S.,TUR,Türkiye,Osmangazi/Bursa,info@ekarttextile.com,www.ekarttextile.com,ekart-teks-san-ve-tic-as
M.G.Ekkelboom B.V.,NLD,Netherlands,Borne,info@ekkelboom.nl,https://www.ekkelboom.nl,mgekkelboom-bv
Elastron Portugal SA,PRT,Portugal,Frazao Pacos de Ferreira,marioabreu@elastrongroup.com,www.elastrongroup.com,elastron-portugal-sa
"El Ghannam for Weaving, Terry &amp; Spinning Trade CO",EGY,Egypt,El Mahalla El Kobra,a.moneam@el-ghannam.com,www.el-ghannam.com,el-ghannam-for-weaving-terry--spinning-trade-co
M/S Elite Home Decor,IND,India,Gautam budh Nagar,avanish@elitehomedecor.co.in,,ms-elite-home-decor
Stef Descamps Rizo,FRA,France,Paris,elkastudio@gmail.com,www.elkastudio.com,stef-descamps-rizo
El-Sharkawy Co. for Modern Textile,EGY,Egypt,Gharbia,shebl@shebltex.com,www.shebltex.com,el-sharkawy-co-for-modern-textile
Emerson and Renwick Ltd.,GBR,Great Britain and Northern Ireland,"Church, Accrington",sales@eandr.com,www.eandr.com,emerson-and-renwick-ltd
Emir Tekstil San. Tic. A.S.,TUR,Türkiye,"Honaz, Denizli",ozlem@emirtextile.com,www.emirtextile.com,emir-tekstil-san-tic-as
Emma Hagman Design,FIN,Finland,Porvoo,hello@emmahagmandesign.com,www.emmahagmandesign.com,lilith-osk
Ender Tekstil San. ve Tic. Ltd. Sti.,TUR,Türkiye,Denizli,info@endertekstil.com,www.endertekstil.com,ender-tekstil-san-ve-tic-ltd-sti
Enkev B.V.,NLD,Netherlands,Volendam,office@enkev.com,www.enkev.com,enkev-bv
Epengle Tekstil Endustri Ve Ticaret Anonim Sirketi,TUR,Türkiye,Istanbul (Europe),epengle@epengle.com.tr,www.epengle.com.tr,epengle-tekstil-endustri-ve-ticaret-anonim-sirketi
Erenis Seteks Tekstil San. Tic. Ltd. Sti.,TUR,Türkiye,Bursa,info@erenis.com.tr,www.erenis.com.tr,erenis-seteks-tekstil-san-tic-ltd-sti
erfal GmbH &amp; Co. KG,DEU,Germany,Falkenstein,info@erfal.de,www.erfal.de,erfal-gmbh--co-kg
Erfurt &amp; Sohn KG,DEU,Germany,Wuppertal,info@erfurt.com,www.erfurt.com,erfurt--sohn-kg
Erismann &amp; Cie. GmbH,DEU,Germany,Breisach am Rhein,info@erismann.de,www.erismann.de,erismann--cie-gmbh
Erteks Kadife Tekstil San. ve Tic. Ltd. Sti.,TUR,Türkiye,Denizli,welcome@ertekstekstil.com,www.erteks.com.tr,erteks-kadife-tekstil-san-ve-tic-ltd-sti
ES Automatex Solution AB,SWE,Sweden,Boras,inger.johansson@esautomatex.com,www.automatex.com,es-automatex-solution-ab
A. Essak &amp; Sons Home Textiles,PAK,Pakistan,Karachi,info@aestextiles.com,www.aestextiles.com,a-essak--sons-home-textiles
Ess Arr Exports Pvt. Limited,PAK,Pakistan,Faisalabad,omer@essarr.com.pk,www.essarr.com.pk,ess-arr-exports-pvt-limited
Essatex Industries,PAK,Pakistan,Karachi,ary@essatex.com,www.essatex.com,essatex-industries
Essco International,IND,India,Panipat,info@esscointernational.com,www.esscointernational.com,essco-international
Esselle Retail Limited,GBR,Great Britain and Northern Ireland,Rossendale,,,esselle-retail-limited
Essenza Home GmbH &amp; Co. KG,DEU,Germany,Borken,r.krabbe@essenzahome.de,www.essenzahome.de,essenza-home-gmbh--co-kg
NV Euro-Tapis,BEL,Belgium,Waregem,info@eurotapis.be,www.eurotapis.com,nv-euro-tapis
Eurotessuti S.r.l.,ITA,Italy,Viadana,info@eurotessuti.com,www.eurotessuti.com,eurotessuti-srl
Evimteks Tekstil Ins. Tur. San. ve Tic. A.S.,TUR,Türkiye,Bursa,,www.evimteks.com.tr,evimteks-tekstil-ins-tur-san-ve-tic-as
Evliyaoglu Tekstil Anonim Sirketi,TUR,Türkiye,"Honaz, Denizli",info@evliyaoglutekstil.com,www.evliyaoglutekstil.com,evliyaoglu-tekstil-anonim-sirketi
Exmart International Pvt. Ltd.,IND,India,Noida,rajeshjain953@gmail.com,WWW.EXMARTINTERNATIONAL.COM,exmart-international-pvt-ltd
Extraweave Pvt Ltd,IND,India,"Chertala, Allapuzha",gmmarketing@extraweave.com,extraweave.com,extraweave-pvt-ltd
Fabb sp. z o. o.,POL,Poland,Bielsko-Biala,fabb@fabb.pl,www.fabb.pl,fabb-sp-z-o-o
FAB LIVING,IND,India,Panipat,info@fabliving.co.in,,fab-living
Fabrica de Tecidos Marize  Lda.,PRT,Portugal,Gandarela - Guimaraes,marize@marize.pt,www.marize.pt,fabrica-de-tecidos-marize--lda
Fachhandelsring GmbH,DEU,Germany,Harthausen,info@fhr-verbund.de,www.fhr-verbund.de,fachhandelsring-gmbh
Fachverband Matratzen-Industrie e.V.,DEU,Germany,Wuppertal,info@matratzenverband.de,www.matratzenverband.de,fachverband-matratzen-industrie-ev
Faisal Mustafa Textile Mills (Pvt) Ltd.,PAK,Pakistan,Faisalabad,amir667786@gmail.com,www.faisalmustafa.com,faisal-mustafa-textile-mills-pvt-ltd
"Faisal Spinning Mills Ltd.  Dyeing, Processing and Home Textiles",PAK,Pakistan,Lahore,faisal@umergroup.com,faisal@umergroup.com,faisal-spinning-mills-ltd--dyeing-processing-and-home-textiles
Falcon Textiles,PAK,Pakistan,Karachi,m.sumair@falcontextiles.com.pk,www.falcontextiles.com.pk,falcon-textiles
Famous Textile Industries,PAK,Pakistan,Faisalabad,info@famoustextile.pk,www.famoustextile.pk,famous-textile-industries
f.a.n. Frankenstolz Schlafkomfort H. Neumeyer GmbH &amp; Co. KG,DEU,Germany,Mainaschaff,christine.fleckenstein@frankenstolz.de,www.frankenstolz.de,fan-frankenstolz-schlafkomfort-h-neumeyer-gmbh--co-kg
Fargotex Sp. z o .o.,POL,Poland,Lomza,fargotex@fargotex.pl,www.fargotex.pl,fargotex-sp-z-o-o
Farrow &amp; Ball Ltd. Deutschland,DEU,Germany,Frankfurt am Main,,www.farrow-ball.com,farrow--ball-ltd-deutschland
Faruk Tekstil Ticaret ve Sanayi Ltd. Sti,TUR,Türkiye,Istanbul,info@faruktekstil.com,www.faruktekstil.com,faruk-tekstil-ticaret-ve-sanayi-ltd-sti
Fashion Art International,PAK,Pakistan,Karachi,info@fashionartinternational.com,www.fashionartinternational.com,fashion-art-international
Fashion Knit Industries,PAK,Pakistan,Karachi,info@fkind.com,www.fkind.com,fashion-knit-industries
Fast Group Iletisim Teknolojileri Sanayi Ticaret Limited Sirketi,TUR,Türkiye,Istanbul (Europe),,,fast-group-iletisim-teknolojileri-sanayi-ticaret-limited-sirketi
Fatima Weaving Mills (Pvt) Ltd.,PAK,Pakistan,Karachi,omer@fatimaweavingmills.com,www.fatimaweavingmills.com,fatima-weaving-mills-pvt-ltd
Fazal Sardar Textile Mills,PAK,Pakistan,Karachi,farrukhriaz@fazalsardar.com,www.fazalsardar.com,fazal-sardar-textile-mills
Faze Three Limited,IND,India,Mumbai,,www.fazethree.com,faze-three-limited
F.B Industries,PAK,Pakistan,Karachi,naveed@fbindustries.com,www.fbindustries.com,fb-industries
Featherland Ltd,CHN,China,"Tongling City, Anhui Anhui",xu@featherland.ltd,www.featherland.ltd,featherland-ltd
FEM Exports,IND,India,Mumbai,shoeb@femexports.com,www.femexports.com,fem-exports
Fernex Sdn. Bhd.,MYS,Malaysia,"Kajang, Selangor",marketing@fernex.com.my,www.visco-pro.com.my,fernex-sdn-bhd
Feroze1888 Mills Limited,PAK,Pakistan,Karachi,fatima.aftab@feroze1888.com,www.feroze1888.com,feroze1888-mills-limited
Festival Tekstil San. Ve Tic. Ltd. Sti,TUR,Türkiye,Bursa,,http://www.festivaltekstil.com,festival-tekstil-san-ve-tic-ltd-sti
Fiber N Loom Private Limited,IND,India,"Varanasi, Uttar Pradesh",info@fibernloom.com,www.fibernloom.com,fiber-n-loom-private-limited
Fiberpartner ApS,DNK,Denmark,Vejle,sales@fiberpartner.com,www.fiberpartner.com,fiberpartner-aps
Fibre World,IND,India,"Alleppey, Kerala",neena@fibreworldindia.com,,fibre-world
Finesse Deco Partners,BEL,Belgium,Antwerpen,jandecuyper@decopartners.com,www.finesseworld.com,finesse-deco-partners
Fine Towels,PAK,Pakistan,Karachi,faizan@9netowels.co,www.finetowels.com,fine-towels
FINISH SA,ESP,Spain,TERRASSA,tintfinish@tintfinish.com,www.tintfinish.com,finish-sa
Flair Flooring Supplies International B.V.,NLD,Netherlands,Amsterdam,,,flair-flooring-supplies-international-bv
Flemish Textiles Company Belgium BV,BEL,Belgium,Kortrijk,marnick@flemishtextilescompany.com,flemish-textiles-company.business.site,flemish-textiles-company-belgium-bv
Flocktex Industries Ltd.,ISR,Israel,Kiryat Malachi,sales@flocktex.co.il,www.flocktex.co.il,flocktex-industries-ltd
Floor Decor,IND,India,Thoothukudi,rajmathew@floordecor.in,www.floordecor.in,floor-decor
Floor Gardens,IND,India,Alappuzha,siby@floorgardens.com,www.floorgardens.com,floor-gardens
Flora International,IND,India,Panipat,varun.jain@spjgroup.in,,flora-international
FOA Global Home LLC,VNM,Vietnam,Ho Chi Minh City,foaglobal@yahoo.com,http://www.foaglobalhome.com/,foa-global-home-llc
"Foot by Foot - Revestimentos Texteis, Lda.",PRT,Portugal,"Lagares, Felgueiras",info@tectex.pt,www.tectex.pt,foot-by-foot---revestimentos-texteis-lda
FORMESSE GmbH &amp; Co. KG,DEU,Germany,Löffingen,amena@formesse.de,www.formesse.de,formesse-gmbh--co-kg
Fotoba International Srl,ITA,Italy,Quaregna Cerreto,info@fotoba.com,www.fotoba.com,fotoba-international-srl
friedola 1888 GmbH,DEU,Germany,Meinhard,evamaria.kuehler@friedola.com,www.friedola1888.de,friedola-1888-gmbh
Friends Cotton Products,PAK,Pakistan,Karachi,khursheed@friendscotton.com,www.friendscotton.com,friends-cotton-products
"FROCA Int, S.L.U.",ESP,Spain,Biar,export@froca.com,www.froca.com,froca-sl
Fulara Dis. Tic. Ltd. Sti.,TUR,Türkiye,"Kestel, Bursa",export@fulara.com.tr,www.fulara.com.tr,fulara-dis-tic-ltd-sti
Gad Fashions (India) Pvt. Ltd.,IND,India,Jaipur,gad@gadhome.com,,gad-fashions-india-pvt-ltd
Gadoon Textile Mills Limited,PAK,Pakistan,Karachi,knittng@gadoontextile.com,https://gadoontextile.com/,gadoon-textile-mills-limited
Galaxy Exports,IND,India,Karur,karthikeyan@galaxyexports.in,,galaxy-exports
G&amp;B Home Living Limited,GBR,Great Britain and Northern Ireland,Blackburn,,,gb-home-living-limited
Gda Dokuma Tekstil San. ve Tic. Ltd. Sti,TUR,Türkiye,Bursa,,,gda-dokuma-tekstil-san-ve-tic-ltd-sti
Gelin Tekstil Sanayi ve Ticaret A.S.,TUR,Türkiye,Denizli,info@gelintekstil.com.tr,www.gelintekstil.com.tr,gelin-tekstil-sanayi-ve-ticaret-as
GEMEGA UAB,LTU,Lithuania,Siauliai,dizainas@gemega.lt,www.gemega.lt,gemega-uab
Genius Textiles Network,PAK,Pakistan,Faisalabad,export@geniustex.com,www.geniustex.com,genius-textiles-network
Gentug Tekstil Urunleri San. Ve Tic. A.S,TUR,Türkiye,Istanbul,h.ergenekonlu@gentug.com,www.gentug.com,gentug-tekstil-urunleri-san-ve-tic-as
Gerussi Di Gerussi Alessio &amp; C. Sas,ITA,Italy,Spilimbergo,info@agerussi.com,www.agerussi.com,gerussi-di-gerussi-alessio--c-sas
GG_Designs Martina Goll,DEU,Germany,Schwaikheim,martina.goll@gg-designs.de,www.gg-designs.de,ggdesigns-martina-goll
Giacomini &amp; Gambarova S.r.l.,ITA,Italy,Vazzola,info@velcoc.com,www.velcoc.it,giacomini--gambarova-srl
Giannopoulos Bros SA,GRC,Greece,Aigaleo,info@gbtextiles.gr,www.gbtextiles.gr,giannopoulos-bros-sa
"Gianti Fabrics, Inc.",USA,United States,Huntingdon Valley Pennsylvania,wheatley@gianti-us.com,www.gianti.com,gianti-fabrics-inc
"Gipanolar - Comercio Internacional de Texteis, Lda.",PRT,Portugal,Guimaraes,gil@gipanolar.pt,www.gipanolar.pt,gipanolar---comercio-internacional-de-texteis-lda
Glamour Group S.r.l.,ITA,Italy,Santa Giustina In Colle,chiara.turolla@glamour-textiles.it,www.glamour-textiles.it,glamour-group-srl
Global Rug Company,IND,India,Bhadohi,utkarsh@globalrugcompany.com,www.globalrugcompany.com,global-rug-company
Globaltex Home S.L.,ESP,Spain,Alcoy,export@globaltexhome.com,www.globaltexhome.com,globaltex-home-sl
Globe Cotyarn Pvt. Ltd.,IND,India,Mumbai,admin@globecot.co.in,www.globecot.co.in,globe-cotyarn-pvt-ltd
G M Fabrics Pvt. Ltd.,IND,India,Mumbai,sales@gmfabrics.com,www.gmfabrics.com,g-m-fabrics-pvt-ltd
G.M. Syntex Pvt. Ltd.,IND,India,Mumbai,admin@gmsyntex.com,https://gmsyntex.com/,gm-syntex-pvt-ltd
G&ouml;ksim Iplik Tekstil San. ve Tic. Ltd. Sti.,TUR,Türkiye,Bursa,,,goeksim-iplik-tekstil-san-ve-tic-ltd-sti
Goel Carpets And Handicrafts,IND,India,Agra,,,goel-carpets-and-handicrafts
Gohar Textile Mills (Pvt) Ltd.,PAK,Pakistan,Faisalabad,gauhar@gohartextile.com,www.gohartextile.com,gohar-textile-mills-pvt-ltd
Gokhan Tekstil San. ve Tic. A.S.,TUR,Türkiye,"Honaz, Denizli",gokhan@gokhan.com.tr,www.gokhan.com.tr,gokhan-tekstil-san-ve-tic-as
Gold Berry,IND,India,New Delhi,info@rugsbygoldberry.com,www.rugsbygoldberry.com,gold-berry
Golden Coir Tufts,IND,India,Coimbatore,chandru@goldencoirtufts.com,www.goldencoirtufts.com,golden-coir-tufts
Golden Terry Towel Private Limited,IND,India,Panipat,,www.goldenterrytowel.com,golden-terry-towel-private-limited
Otto Golze &amp; S&ouml;hne GmbH,DEU,Germany,Emmerthal,albrecht@golze.de,www.golze.de,otto-golze--soehne-gmbh
William Goodacre &amp; Sons India Pvt. Ltd.,IND,India,Alleppey,,www.karan-group.com,william-goodacre--sons-india-pvt-ltd
GoodWeave International,USA,United States,Washington District of Columbia,sonny@goodweave.org,www.goodweave.org,goodweave-international
Gourav International,IND,India,Panipat,gauravdhingra@dhingraexport.in,www.dhingraexport.in,gourav-international
Gp Textron Iberia SL,ESP,Spain,Sant just Desvern,scampas@gptextron.com,www.gptextron.it,gp-textron-iberia-sl
Grace Knitwear (Pvt) Limited,PAK,Pakistan,Karachi,azhar@gracepak.com,azhar@gracepak.com,grace-knitwear-pvt-limited
GRACIOUS LIVING,IND,India,New Delhi,rohan@graciousliving.in,www.graciousliving.in,gracious-living
Grasim Industries Ltd.,IND,India,Vadodara,rahul.singrodia@adityabirla.com,www.birlacellulose.com,grasim-industries-ltd
Gruppo Grassi Srl,ITA,Italy,Montemurlo,,www.gruppograssi.it,gruppo-grassi-srl
F.lli Graziano Fu Severino S.r.l.,ITA,Italy,Mongrando,postmaster@graziano.it,www.graziano.it,flli-graziano-fu-severino-srl
Great Eastern Processors Private Limited,IND,India,Panipat,,,great-eastern-processors-private-limited
Greathill Pacific (HK) Ltd.,HKG,Hong Kong,Central,info@greathill-pacific.com,www.greathill-pacific.com,greathill-pacific-hk-ltd
Gruppo Carillo S.p.A.,ITA,Italy,Nola,info@viaroma60.it,www.viaroma60.it,gruppo-carillo-spa
