name,country_iso3,country_label,city,email,homepage,rewriteId
Emz Industries Inc.,USA,United States,Houston,,,emz-industries-inc
Endralis,FRA,France,St Etienne De St Geoirs,,www.elydan.eu,sa-elydan
ENEKA Energie &amp; Karten GmbH,DEU,Germany,Rostock,info@eneka.de,www.eneka.de,eneka-energie--karten-gmbh
Eneko Havalandirma ve Isi Ekonomisi Sistem Tek. Mak. San. ve Tic. AS,TUR,Türkiye,Izmir,export@eneko.com.tr,www.eneko.com.tr,eneko-havalandirma-ve-isi-ekonomisi-sistem-tek-mak-san-ve-tic-as
Enerblue S.r.l.,ITA,Italy,Piove di Sacco,info@enerblue.it,,enerblue-srl
ENERENT GmbH,DEU,Germany,Friedberg-Derching,info@enerent.com,www.enerent.de,enerent-gmbh
Enetec Spa Societa&#39; Benefit,ITA,Italy,Frangarto,mail@enetec.info,www.enetec.info,enetec-spa-societa-benefit
"Engineered Stone Group Holdings (Spain), S.L.",ESP,Spain,La Vall D'Uixo,,https://esgroup.com/,engineered-stone-group-holdings-spain-sl
ENGINIA S.r.l.,ITA,Italy,Trezzo Sull'Adda,commerciale@enginiasrl.com,www.enginiasrl.com,enginia-srl
ENGO Controls Sp. z o.o. Sp.k.,POL,Poland,Radostowice,,https://engocontrols.com/,engo-controls-sp-z-oo-spk
ENKO Kontrol Sistemleri AS,TUR,Türkiye,Izmir,semihkazazoglu@enkoelektronik.com,www.enkoelektronik.com,enko-kontrol-sistemleri-as
Enolgas Bonomi S.p.A.,ITA,Italy,Concesio,enolgas@enolgas.it,www.enolgas.it,enolgas-bonomi-spa
Enpi Elektronik San. ve Dis. Tic. A.S.,TUR,Türkiye,Istanbul,enpi@enpielektronik.com,www.enpielektronik.com,enpi-elektronik-san-ve-dis-tic-as
Enrad LLC,XKX,Kosovo,Gjilan,,,enrad-llc
Environmental Solutions GmbH,DEU,Germany,Marburg,o.aydin@agu-tso.de,,environmental-solutions-gmbh
EPS Industries GmbH,AUT,Austria,St. Veit an der Glan,office@eps-industries.at,www.eps-industries.at,eps-industries-gmbh
EP S.p.A.,ITA,Italy,Travagliato,export@oerre.it,www.oerre.eu,ep-spa
Era Piping (Zhejiang) Co. Ltd.,CHN,China,Taizhou Zhejiang,,,era-piping-zhejiang-co-ltd
Shaoxing Erco Electric Co. Ltd.,CHN,China,Shaoxing Zhejiang,info@zjerco.com,www.zjerco.com,shaoxing-erco-electric-co-ltd
Erde Holdings Pte. Ltd.,SGP,Singapore,Singapore,info@erde-holdings.com,www.erde-holdings.com,erde-holdings-pte-ltd
Eredi Baitelli S.p.A.,ITA,Italy,Zocco Di Erbusco,info@eredibaitelli.it,www.eredibaitelli.it,eredi-baitelli-spa
Ergovent UAB,LTU,Lithuania,Kaunas,vilma@ergovent.com,www.ergovent.com,ergovent-uab
Errecinque Srl,ITA,Italy,Mappano,info@errecinquerefrigeration.com,www.errecinquerefrigeration.com,errecinque-srl
Errevi S.r.l.,ITA,Italy,Carbonera,commerciale3@cartoplastica.it,www.errevieps.it,errevi-srl
Erta Elektromekanik Imalat San. ve Tic. A.S.,TUR,Türkiye,Sariyer / Istanbul,erta@erta.com.tr,www.erta.com.tr,erta-elektromekanik-imalat-san-ve-tic-as
ESBE AB,SWE,Sweden,Reftele,sales@esbe.eu,www.esbe.eu,esbe-ab
ES Energy Save,SWE,Sweden,Alingsas,info@energysave.se,www.energysave.se,es-energy-save-holding-ab
Eskisehir Seramik Imalati Insaat Taah. Ins. Malz. Madencilik Ith. Ihr. San. ve Tic. Ltd. Sti.,TUR,Türkiye,Eskisehir,ofaruk@lapino.com.tr,www.lapino.com.tr,eskisehir-seramik-imalati-insaat-taah-ins-malz-madencilik-ith-ihr-san-ve-tic-ltd-sti
Essebagno Eurl,FRA,France,Marseille,pro@essebagno.fr,www.essebagno.fr,essebagno-eurl
Xiamen E-top Controls Technology Co. Ltd,CHN,China,Xiamen Fujian,info@etopcontrols.com,www.etopcontrols.com,xiamen-e-top-controls-technology-co-ltd
European Building Automation and Controls Association (eu.bac),BEL,Belgium,Brussels,malte.hischemoeller@vdma.org,https://eubac.org/,european-building-automation-and-controls-association-eubac
Eumar Santechnika O&Uuml;,EST,Estonia,Tallinn,sales@eumar.ee,eumar.ee,eumar-santechnika-oue
EUMET Metallhandel GmbH,DEU,Germany,Berlin,eumet@eumet.de,www.eumet.de,eumet-metallhandel-gmbh
Euroacque S.r.l.,ITA,Italy,Cadriano Di Granarolo Dell' Emilia,euroacque@addolcitori.it,www.euroacque.it,euroacque-srl
Euroclima AG,ITA,Italy,Bruneck,office@euroclima.it,www.euroclima.com,euroclima-ag
Eurofins Product Testing Denmark A/S,DNK,Denmark,Galten,dk-cs@cpt.eurofinseu.com,www.eurofins.com/consumer-product-testing/,eurofins-product-testing-denmark-as
Jiangmen Eurofix GmbH,DEU,Germany,Schmitten,info@eurofixffm.de,www.eurofixffm.de,jiangmen-eurofix-gmbh
Euro-Juntas Durana S.L.,ESP,Spain,"Ortuella, Vizcaya",info@eurojuntas.es,www.eurojuntas.es,euro-juntas-durana-sl
Euro-Manchetten &amp; Compensatoren B.V.,NLD,Netherlands,Kaatsheuvel,info@euromanchetten.nl,www.euromanchetten.nl,euro-manchetten--compensatoren-bv
EUROPAN srl,ITA,Italy,Figline Vegliaturo,info@europan.com,www.europan.com,europan-srl
European Heat Pump Association AISBL,BEL,Belgium,Brussels,danae.kokkalis@ehpa.org,https://www.ehpa.org,european-heat-pump-association-aisbl
European Wanhai Cartridge Technology SL,ESP,Spain,Barcelona,barcelona@euroquore.com,https://www.euroquore.com/,european-wanhai-cartridge-technology-sl
Europrofil Srl,ITA,Italy,Lamezia Terme,isal@ielapigroup.it,www.ielapigroup.it,europrofil-srl
Euroster,POL,Poland,Krobia,euroster@euroster.com.pl,www.euroster.com.pl,agnieszka-szymanska-kaczynska
Eurotermo S.r.l.,ITA,Italy,Brescia,info@eurotermo.com,www.eurotermo.com,eurotermo-srl
Eurotis S.r.l.,ITA,Italy,Corsico,info@eurotis.it,www.eurotis.it,eurotis-srl
Eurotronic Technology GmbH,DEU,Germany,Steinau an der Straße,mwerdecker@eurotronic.org,www.eurotronic.org,eurotronic-technology-gmbh
Eurotubi Europa S.r.l.,ITA,Italy,Nova Milanese,info@eurotubieuropa.it,www.pressfitting.it,eurotubi-europa-srl
Eurovent Certification,FRA,France,Paris,apply@eurovent-certification.com,www.eurovent-certification.com,eurovent-certita-certification-sas
"Shenzhen Everbright Optoelectronics Co., Ltd",CHN,China,Shenzhen Guangdong,eb03@ledeverbright.com,www.ledeverbright.com,shenzhen-everbright-optoelectronics-co--ltd
EVIA European Ventilation Industry Association,BEL,Belgium,Brussels,secretariat@evia.eu,www.evia.eu,evia-european-ventilation-industry-association
Evit International Ltd.,TWN,Taiwan,Taipei,,,evit-international-ltd
Evodrop AG,CHE,Switzerland,Brüttisellen,info@evodrop.com,www.evodrop.com,evodrop-ag
evon GmbH,AUT,Austria,St. Ruprecht,office@evon-automation.com,www.evon-automation.com,evon-gmbh
Evren Metal San. ve Tic. A.S.,TUR,Türkiye,Istanbul,cinarenes@evrenmetal.com.tr,www.evrenmetal.com.tr,evren-metal-san-ve-tic-as
"Zhejiang Eweca Kitchen And Bath Technology Co., Ltd.",CHN,China,Jinhua Zhejiang,sales@ewecabath.com,www.ewecabath.com,zhejiang-eweca-kitchen-and-bath-technology-co-ltd
EXHAUSTO by Aldes GmbH,DEU,Germany,Bingen am Rhein,info@exhausto.de,www.exhausto.de,exhausto-by-aldes-gmbh
Exodraft A/S,DNK,Denmark,Langeskov,info@exodraft.dk,www.exodraft.dk,exodraft-as
EZZE AB,SWE,Sweden,Gnosjö,joakim@ezze.se,www.ezze.se,ezze-ab
F2A,FRA,France,Dagneux,export@f2a.fr,www.f2a.fr,sas-f2a---fabrication-aeraulique-et-acoustique
Fachverband Geb&auml;ude-Klima e.V.,DEU,Germany,Ludwigsburg,,www.fgk.de,fachverband-gebaeude-klima-ev
Facot Chemicals S.r.l.,ITA,Italy,Capralba,info@facot.it,www.facotchemicals.com,facot-chemicals-srl
Fairland Group Limited,HKG,Hong Kong,Kowloon,echo@fairland.com.cn,www.fairland.com.cn,fairland-group-limited
Falegnameria Adriatica S.r.l.,ITA,Italy,Monsampolo Del Tronto,info@faonline.it,www.onsen.it,falegnameria-adriatica-srl
F.A.M Fabbrica Maremmana Autoclavi Di Checcacci Sonio &amp; C,ITA,Italy,Grosseto,info@famgroup.it,http://www.famgroup.it,fam-fabbrica-maremmana-autoclavi-di-checcacci-sonio-c
Fanexfan  (Faneks Elektrik Motorlari Sanayi Ticaret A.S),TUR,Türkiye,Istanbul,export@fanexfan.com,www.fanexfan.com,faneks-elektrik-motorlari-sanayi-ticaret-anonim-sirketi
"Ningbo Fanshun Air-Conditioner Equipment Co., Ltd.",CHN,China,Yuyao Zhejiang,sales003@fanshunchina.cn,www.fanshunchina.cn,ningbo-fanshun-air-conditioner-equipment-co-ltd
Fans-tech Europe GmbH,DEU,Germany,Villingen,europe@fans-tech.com,www.fans-tech.com/en/index.html,fans-tech-europe-gmbh
Fantini Cosmi S.p.A.,ITA,Italy,Caleppio Di Settala,export@fantinicosmi.it,www.fantinicosmi.com,fantini-cosmi-spa
FAP Tech Italy S.r.l.,ITA,Italy,Grignasco,m.deluca@faptech.it,,fap-tech-italy-srl
F.A.R.G. S.r.l,ITA,Italy,Invorio,info@farg.it,www.farg.it,farg-srl
FAR Rubinetterie SpA,ITA,Italy,Gozzano,info@far.eu,www.far.eu,far-rubinetterie-spa
"Jiangsu Fashion Composite S&amp;T Co., Ltd.",CHN,China,Suqian Jiangsu,mehome002@126.com,www.huasmc.com,jiangsu-fashion-composite-st-co-ltd
FASO-PLAST GR. CHR. FASSOIS S.A.,GRC,Greece,"Aspropirgos, Athens",info@fasoplast.gr,www.fasoplast.gr,faso-plast-gr-chr-fassois-sa
fbr-Bundesverband f&uuml;r Betriebs- und Regenwasser e.V.,DEU,Germany,Darmstadt,info@fbr.de,www.fbr.de,fbr-bundesverband-fuer-betriebs--und-regenwasser-ev
F.C.R. S.r.l.,ITA,Italy,Omegna,info@fcrsrl.it,www.fcrsrl.it,fcr-srl
F.D.E. Solar S.r.l.,ITA,Italy,Cologna Veneta,info@fdesolar.com,www.fdesolar.com,fde-solar-srl
FDS System Sp. z o.o.,POL,Poland,Gliwice,asia@prventure.pl,www.fdssystem.pl,fds-system-sp-z-oo
Fegen,GRC,Greece,Athens,cnik@fegensolar.com,fegensolar.com,fegen-monoprosop-i-k-e
Feinrohren S.p.a.,ITA,Italy,Passirano,info@feinrohren.it,www.feinrohren.it,feinrohren-spa
FELDER GMBH L&ouml;ttechnik,DEU,Germany,Oberhausen,info@felder.de,www.felder.de,felder-gmbh
Felp Assembly Systems S.r.l.,ITA,Italy,Palosco,contabilita@felpassembly.com,www.felpassembly.com,felp-assembly-systems-srl
Hong Kong Fengshuo Group Limited,HKG,Hong Kong,"Tuen Mun, N.T.",hkfs_group@outlook.com,www.wowking.net,hong-kong-fengshuo-group-limited
Fengyuan Technology Limited,HKG,Hong Kong,Sheung Wan,sales@tzfengyuan.com,www.tzfengyuan.com,fengyuan-technology-limited
Fenix International S.r.l.,ITA,Italy,Milano,info@fenixinternational.eu,www.fenixinternational.eu,fenix-international-srl
"FENIX Trading, s. r. o.",CZE,Czech Republic,Jesenik,fenix@fenixgroup.cz,www.fenixgroup.cz,fenix-trading-s-r-o
FEPRE,ESP,Spain,Rubi,,www.fepre.com,ferreteria-y-prensas-sa
Brand S.r.l. - FERIDRAS,ITA,Italy,Nola,export@feridras.it,www.feridras.com,brand-srl
Fernox,DEU,Germany,Langenfeld,,www.fernox.com,fernox-ltd
Ferplast S.r.l.,ITA,Italy,Casale Corte Cerro,info@ferplastsrl.com,www.ferplastsrl.com,ferplast-srl
Ferrari Ventilatori Industriali SpA,ITA,Italy,Vicenza,info@ferrariventilatori.com,www.ferrariventilatori.eu,ferrari-ventilatori-industriali-spa
Ferraro Group S.p.A.,ITA,Italy,Meledo Di Sarego,marketing@ferrarogroup.eu,https://www.ferrarogroup.it/,ferraro-group-spa
FERRO JSC,POL,Poland,Skawina,,www.ferro.pl,ferro-s-a
Taizhou Fert Valve Co. Ltd.,CHN,China,"Yuhuan, Taizhou Zhejiang",admin@chinafert.com,www.chinafert.com,taizhou-fert-valve-co-ltd
ffuuss Future Solutions SL,ESP,Spain,Madrid,info@ffuuss.com,www.ffuuss.com,ffuuss-future-solutions-sl
FGI Germany GmbH &amp; Co. KG,DEU,Germany,Kaarst,,www.fgi-germany.com,fgi-germany-gmbh--co--kg
Fibrex Co S.R.L.,ROU,Romania,Crasna,info@fibrexco.ro,www.fibrexco.ro,fibrex-co-srl
F.I.D.A. S.r.l.,ITA,Italy,Mogliano (Veneto),sales@fidasrl.eu,www.fidasrl.eu,fida-srl
Fieldpiece Instruments,NLD,Netherlands,Doetinchem,europe@fieldpiece.com,www.fieldpiece-europe.com,fieldpiece-instruments-bv
figawa e.V.,DEU,Germany,Köln,meyer@figawa.de,www.figawa.org,figawa-ev
FILTECH Swiss SA,CHE,Switzerland,Rancate,contact@filtech.eu,www.filtech.eu,filtech-swiss-sa
Filterpak Oy Ab Ltd,FIN,Finland,Hanko,sales@filterpak.fi,www.filterpak.fi,filterpak-oy-ab-ltd
Fima Srl Brass Forging,ITA,Italy,Colorno,fima@fimaitalia.it,www.fimaitalia.it,fima-srl-brass-forging
"Guangdong Fineco New Energy Co., Ltd.",CHN,China,Foshan Guangdong,arvin@finecosource.com,www.ecosourcehub.com,guangdong-fineco-new-energy-co-ltd
Yangzhou Fine Electron Technology Co. Ltd.,CHN,China,Yangzhou Jiangsu,cnfine@cnfine.com,www.cnfine.com,yangzhou-fine-electron-technology-co-ltd
Fine Korea Co. Ltd.,KOR,"Korea, the Republic of (South)",Incheon,jhcho@ptn-global.com,www.finex97.co.kr,fine-korea-co-ltd
FINESTFOG GmbH,DEU,Germany,Ottobrunn,info@finestfog.com,www.finestfog.com,finestfog-gmbh
Fiora Bath Collections SLU,ESP,Spain,Najera,fiora@fiorabath.com,www.fiora.es,fiora-bath-collections-slu
Fiorini Industries S.r.l.,ITA,Italy,Forli,marketing@fiorinigroup.it,www.fiorini-industries.com,fiorini-industries-srl
Firat Plastik Kaucuk San. ve Tic. A. S.,TUR,Türkiye,Büyükcekmece/Istanbul,e.esgin@firat.com,www.firat.com,firat-plastik-kaucuk-san-ve-tic-a-s
Firner Pr&auml;zisionsdrehteile GmbH,DEU,Germany,Zeil a. Main,b.firner@firner-trautwein.de,www.firner-trautwein.de,firner-praezisionsdrehteile-gmbh
Fir&scaron;t d.o.o.,SVN,Slovenia,Velenje,info@first.si,www.first.si,first-doo
Fischbach Luft- und Ventilatorentechnik GmbH,DEU,Germany,Neunkirchen,info@fischbach-luft.de,www.fischbach-luft.de,fischbach-luft--und-ventilatorentechnik-gmbh
fischerwerke GmbH &amp; Co. KG,DEU,Germany,Waldachtal,info@fischer.de,www.fischer.de,fischerwerke-gmbh--co-kg
Fisc Italiana S.r.l.,ITA,Italy,Saccolongo,com@fiscitaliana.com,www.fiscitaliana.com,fisc-italiana-srl
Fit Sanitary Ware Company Limited,HKG,Hong Kong,Chai Wan,sales@chinasanitaryware.com,www.chinasanitaryware.com,fit-sanitary-ware-company-limited
"Fittings Estandar, S.L.",ESP,Spain,Albacete,export@fittingsestandar.com,www.fittingsestandar.com,fittings-estandar-sl
Fitt Spa Societa&#39; Unipersonale,ITA,Italy,Sandrigo,,https://www.airplast.it/en,fitt-spa-societa-unipersonale
Fivestar Brass India Limited,IND,India,Jamnagar,,,fivestar-brass-india-limited
Fixanit SAS,FRA,France,Vallauris,sales5@sanfitec.com,www.fixanit.com.cn,fixanit-sas
FKR Krefeld Regeltechnik KG,DEU,Germany,Krefeld,info@fkr.de,www.fkr.de,fkr-krefeld-regeltechnik-kg
Flexacademy Doo,SRB,Serbia,Priboj,info@flexacademydoo.com,http://www.flexacademydoo.com/,flexacademy-doo
Flexicel Industrial SL,ESP,Spain,Esparreguera,flexicelindustrial@grupoflexicel.com,www.grupoflexicel.com,flexicel-industrial-sl
Flexitub S.L.,ESP,Spain,Sant Esteve Sesroviores,flexitub@flexitub.com,www.flexitub.com,flexitub-sl
FLEXMO by K&Ouml;GL GmbH,DEU,Germany,Bubesheim - Günzburg,info@flexmo.de,www.flexmo.de,koegl-gmbh-betriebs--lager--und-fahrzeugeinrichtungen
FloControl Ltd.,GBR,Great Britain and Northern Ireland,Burnley,,www.flocontrol.ltd.uk,flocontrol-ltd
Floore AB,SWE,Sweden,Torpshammar,info@floore.se,www.floore.se,floore-ab
Flory Europa Banos SL,ESP,Spain,,flory@floryeurope.eu,www.floryeurope.eu,flory-europa-banos-sl
FlowCon International ApS,DNK,Denmark,Slagelse,flowcon@flowcon.com,www.flowcon.com,flowcon-international-aps
FlowCon IVC A/S,DNK,Denmark,Slagelse,,www.flowconivc.com,flowcon-ivc-as
Fl&uuml;hs Drehtechnik GmbH,DEU,Germany,Lüdenscheid,info@fluehs.de,www.fluehs.de,fluehs-drehtechnik-gmbh
Fachagentur Nachwachsende Rohstoffe e. V. (FNR),DEU,Germany,Gülzow Prüzen,info@fnr.de,www.fnr.de,fachagentur-nachwachsende-rohstoffe-e-v-fnr
FO.ME. S.r.l.,ITA,Italy,Vazzola,info@fome.it,www.fome.it,fome-srl
FONTEALTA,ITA,Italy,Viareggio,info@fontealta.it,www.fontealta.it,rubinetteria-ff-l-artigiana-srl
Form Endustri Urunleri Tic. A.S.,TUR,Türkiye,Istanbul,info@formgroup.com,www.formgroup.com,form-endustri-urunleri-tic-as
Formul Plastik ve Metal Sanayi A.S.,TUR,Türkiye,Istanbul,lazzat@formul.com.tr,www.formul.com.tr,formul-plastik-ve-metal-sanayi-as
Fornara SPA,ITA,Italy,Borgomanero,info@fornaraspa.it,www.fornaraspa.it,fornara-spa
Fratelli Fortis Rubinetterie S.r.l.,ITA,Italy,San Maurizio D'Opaglio,export@fortis.it,www.fortis.it,fratelli-fortis-rubinetterie-srl
"Foshan Airosd Thermal Technology Co., Ltd.",CHN,China,Foshan Guangdong,ea@airosd.com,www.airosd.com,foshan-airosd-thermal-technology-co-ltd
FoulingCure ApS,DNK,Denmark,Jordrup,info@foulingcure.com,www.foulingcure.com,foulingcure-aps
FPM F.lli Piardi S.p.A.,ITA,Italy,Lumezzane S.S.,info@fpmpiardi.it,www.fpmpiardi.it,fpm-flli-piardi-spa
F.Q.R. FRATTINI S.R.L.,ITA,Italy,Briga Novarese,fqr@fqrfrattini.com,www.fqrfrattini.com,fqr-frattini-srl
Rubinetterie Bresciane Bonomi S.p.A. - Fra.Bo,ITA,Italy,Gussago,bzamboni@rubinetteriebresciane.it,www.bonomi.it,rubinetterie-bresciane-bonomi-spa
FRAL S.r.l.,ITA,Italy,Carmignano di Brenta,incari@fral.it,www.fral.it,fral-srl
FRA.MO. S.r.l.,ITA,Italy,Cavallirio,info@framorubinetteria.com,,framo-srl
Frascold S.p.a.,ITA,Italy,Rescaldina,,www.frascold.it,frascold-spa
Fratelli Zanetti S.r.l.,ITA,Italy,Borgosesia,info@fratellizanetti.com,www.fratellizanetti.com,fratelli-zanetti-srl
Freilauf GmbH &amp; Co. KG,DEU,Germany,Piesport,mleyendecker@frei-lauf.com,,freilauf-gmbh--co-kg
Frese A/S,DNK,Denmark,Slagelse,info@frese.dk,www.frese.eu,frese-as
Fresh Electric for Home Appliances Company S.A.E.,EGY,Egypt,10th of Ramadan City,samir.hanna@fresh.com.eg,https://fresh.com.eg/,fresh-electric-for-home-appliances-company-sae
Frico AB,SWE,Sweden,Sävedalen,,www.frico.net/en,frico-ab
Frigotech S.r.l.,ITA,Italy,Lumezzane,info@frigotech.it,www.frigotech.it,frigotech-srl
Friterm Termik Cihazlar San. ve Tic. A.S.,TUR,Türkiye,"Tuzla, Istanbul",info@friterm.com,www.friterm.com,friterm-termik-cihazlar-san-ve-tic-as
Fr&ouml;ling Heizkessel- und Beh&auml;lterbau GmbH,AUT,Austria,Grieskirchen,info@froeling.com,www.froeling.com,froeling-heizkessel--und-behaelterbau-gmbh
"Frog Pump Industry Co., Ltd.",CHN,China,Taizhou Zhejiang,sales@frogpump.com,www.frogpump.com,frog-pump-industry-co-ltd
Frost SM Sp. z o.o.,POL,Poland,Pakosc,biuro@frost.info.pl,www.frost.info.pl,frost-sm-sp-z-oo
FSM AG,DEU,Germany,Kirchzarten,info@fsm.ag,www.fsm.ag,fsm-ag
FTK Filter Technik Kausch GbR,DEU,Germany,Brietlingen,info@heizungsfilter.de,www.heizungsfilter.de,ftk-filter-technik-kausch-gbr
Shandong Fude New Energy Equipment Co. Ltd.,CHN,China,Tengzhou Shandong,cnzkfd@gmail.com,www.cnzkfd.com,shandong-fude-new-energy-equipment-co-ltd
FUGAS S.p.A.,ITA,Italy,Trezzano Sul Naviglio,ufficio.vendite@fugas.com,www.fugas.com,fugas-spa
Ningbo Fuhua Chemicals and Building Materials Co. Ltd.,CHN,China,Ningbo Zhejiang,jason@fuhua.com.cn,www.fuhua.com.cn,ningbo-fuhua-chemicals-and-building-materials-co-ltd
Fusion Modulair GmbH,DEU,Germany,Nastätten,,www.fusionmodulair.com/ish2025,fusion-modulair-gmbh
Futurba&ntilde;o SL,ESP,Spain,Fuenlabrada,ivanm@futurbath.com,www.futurbath.com,futurbao-sl
Future Pool GmbH innovative Produkte f&uuml;r&#39;s Schwimmbad | BWG Wasseraufbereitungs GmbH,DEU,Germany,Aschaffenburg,m.arsalan@future-pool.de,www.future-pool.de,future-pool-gmbh-innovative-produkte-fuers-schwimmbad
G3 Srl,ITA,Italy,Resana,info@g3sistemi.com,www.g3sistemi.com,g3-srl
G20 Engineering Srl,ITA,Italy,Carpaneto Piacentino,,,g20-engineering-srl
Gabrieli S.r.l. - Automatic Turnery,ITA,Italy,Vestone,info@gabrielisrl.it,www.gabrielisrl.it,gabrieli-srl
Galatron Plast S.p.A.,ITA,Italy,Castiglione Delle Stiviere,sales@galatron.it,www.galatron.it,galatron-plast-spa
Gallazzini S.p.A.,ITA,Italy,Varallo,sales@gallazzini.net,www.gallazzini.net,gallazzini-spa
Galmet Sp. z o.o. Sp. K.,POL,Poland,Głubczyce,export@galmet.com.pl,www.galmet.com.pl,galmet-sp-z-oo-sp-k
Gamak Makina Sanayi Anonim Sirketi,TUR,Türkiye,Istanbul (Anatolia),info@gamak.com,www.gamak.com,gamak-makina-sanayi-anonim-sirketi
Gampper GmbH,DEU,Germany,Alsenz,tanja.guckeisen@gampper.de,www.gampper.de,gampper-gmbh
"Zhejiang Ganghong Decoration Technology Co., Ltd",CHN,China,Shaoxing Zhejiang,ganghong@ganghong-mirror.com,www.ganghong-mirror.com,zhejiang-ganghong-decoration-technology-coltd
"Gaontech Co., Ltd.",KOR,"Korea, the Republic of (South)",Gimpo-si,bhsin@gaonteches.com,www.gaonex.com,gaontech-coltd
Garef s.a.s. di Next S.r.l. &amp; C.,ITA,Italy,Gargallo,info@garef.it,www.garef.it,garef-sas-di-next-srl--c
Gassero Isi Teknolojileri San. Ltd. Sti.,TUR,Türkiye,"Tuzla, Istanbul",export@gassero.com,www.gassero.com,gassero-isi-teknolojileri-san-ltd-sti
DIE GAS- UND WASSERSTOFFWIRTSCHAFT e.V.,DEU,Germany,Berlin,office@gas-h2.de,www.gas-h2.de,gw-wirtschafts-gmbh
Gb Group Srl,ITA,Italy,Sant`Ippolito,info@gbgroup.com,www.gbgroup.it,gb-group-srl
GD Shenling Thermal Tech Co. Ltd,CHN,China,Foshan Guangdong,global@shenling.com,www.shenlingglobal.com,gd-shenling-thermal-tech-co-ltd
"Ningbo Geagle Intelligent Kitchen &amp; Bath Tech Co., Ltd.",CHN,China,Ningbo Zhejiang,sales1@chinazhanying.com,www.geagle.net.cn,ningbo-geagle-intelligent-kitchen--bath-tech-co-ltd
Geberit Group,CHE,Switzerland,Jona,sales@geberit.com,www.geberit.com,geberit-vertriebs-gmbh
Gebhardt Holding GmbH,DEU,Germany,Werl,info@gebhardt-holding.de,www.gebhardt-holding.de,gebhardt-stahl-gmbh
Gebhardt-Stahl GmbH,DEU,Germany,Werl,,www.gebhardt-stahl.de,gebhardt-holding-gmbh
Gebis S.R.L.,ITA,Italy,Villanova del Sillaro,marco@gebis.it,www.gebis.it,gebis-srl
Gebwell Ltd.,FIN,Finland,Leppävirta,info@gebwell.fi,https://www.gebwell.com,gebwell-oy
Robert Geiger Techn. Bauteile GmbH,DEU,Germany,Ichenhausen,b.lange@robert-geiger.de,www.robert-geiger.de,robert-geiger-techn-bauteile-gmbh
GEMAK HEAT EXCHANGERS,TUR,Türkiye,Kocaeli,sales@gemakltd.com,http://www.gemakltd.com/en-us/homepage,gemak-genel-sogutma-makinalari-sanayi-ve-ticaret-anonim-sirketi
"Genebre, S.A.",ESP,Spain,Hospitalet de Llobregat (Barcelona),genebre@genebre.es,www.genebre.es,genebre-sa
General Fittings S.p.A.,ITA,Italy,Gussago,info@generalfittings.it,www.generalfittings.it,general-fittings-spa
Gentec Australia Pty Ltd,AUS,Australia,Mascot,,www.gentecaustralia.com.au,gentec-australia-pty-ltd
Alfons W. Gentner Verlag GmbH &amp; Co. KG,DEU,Germany,Stuttgart,service@gentner.de,,alfons-w-gentner-verlag-gmbh--co-kg
Geocollect GmbH,DEU,Germany,Chemnitz,info@geocollect.de,www.geocollect.de,geocollect-gmbh
GEO Produkte GmbH,DEU,Germany,Schwetzingen,info@geoprodukte.com,www.geoprodukte.com,geo-produkte-gmbh
Gerlach Zubeh&ouml;rtechnik GmbH,DEU,Germany,Leipzig,j.gerlach@gerlach-zubehoertechnik.de,www.gerlach-zubehoertechnik.de,gerlach-zubehoertechnik-gmbh
Gestion de Compras,ESP,Spain,Albacete,ingo@gestiondecompras.com,www.gestiondecompras.com,soluciones-globales-y-gestion-de-compras-sl
getAir GmbH,DEU,Germany,Mönchengladbach,info@getair.eu,www.getair.eu,getair-gmbh
GUS Gew&auml;sser-Umwelt-Schutz GmbH,DEU,Germany,Nordhorn,info@oelprotektor.de,www.gewaesser-umwelt-schutz.de,gus-gewaesser-umwelt-schutz-gmbh
GF Building Flow Solutions,DEU,Germany,Haßfurt,kundenservice@uponor.com,www.uponor.de,uponor-gmbh
Ghidini Faustino Bosco S.p.A.,ITA,Italy,Rodengo Saiano,export@ghidini-sifoni.com,www.ghidini-sifoni.com,ghidini-faustino-bosco-spa
Giacomini S.p.A.,ITA,Italy,S.Maurizio d'Opaglio,info@giacomini.com,giacomini.com,giacomini-spa
GIAMI S.r.l.,ITA,Italy,Bolzano Novarese,export@giami-srl.it,www.giami-srl.it,giami-srl
Gianneschi Pumps and Blowers S.r.l.,ITA,Italy,Capezzano Pianore,info@gianneschi.net,www.gianneschi.net,gianneschi-pumps-and-blowers-srl
GIF ActiveVent GmbH,DEU,Germany,Freiburg im Breisgau,info@gif-activevent.com,www.gif-activevent.com,gif-activevent-gmbh
Gioanola G. S.r.l.,ITA,Italy,Nizza Monferrato,info@gioanola.it,www.gioanola.it,gioanola-g-srl
Giordano Controls S.p.A.,ITA,Italy,Villa Bartolomea,pietro.micheloni@giordanocontrols.it,www.gruppogiordano.com,giordano-controls-spa
GK Enterprises Private Limited,IND,India,New Delhi,contact@gkayindia.com,www.gkayindia.com,gk-enterprises-private-limited
Glass Design S.r.l.,ITA,Italy,Vinci,glassdesign@glassdesign.it,www.glassdesign.it,glass-design-srl
Gliss Design BV,NLD,Netherlands,Sleeuwijk,,,gliss-design-bv
Global di Fardelli Ottorino &amp; C. S.r.l.,ITA,Italy,Rogno,info@globalradiatori.it,www.globalradiatori.it,global-di-fardelli-ottorino--c-srl
