name,fair,fair_id,city,country_iso3,email,homepage
Empire Components Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Gurugram,IND,rajiv@empiretrading.in,www.empiretrading.in
Empire Components  Private Limited,Automechanika Riyadh 2026,AUTOMECHANIKARIYADH,Gurgaon,IND,tanuj@empirecomponents.in,www.empirecomponents.in
ENCYCLIC POLY PRODUCTS,Techtextil India 2025,TECHTEXTILINDIA,Chennai,IND,hantbuckles@yahoo.com,www.hant.in
Endotherm Fluids India Pvt Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Tiruvallur,IND,marketing@endocomponents.com,www.endocomponents.com
Engineering UND Solutionz Pvt LTD,Automechanika Frankfurt 2026,AUTOMECHANIKA,Gurgaon,IND,sanjeev@euspl.in,www.engineeringundsolutionz.com
Engineering Und Solutionz Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Gurugram,IND,pankaj@euspl.in,www.engineeringundsolutionz.com
Enterprise Software Solutions Lab Pvt. Ltd.,Intersec 2026,INTERSEC,Bangalore,IND,shashikala@esslindia.com,www.esslindia.com
Envision Exports Pvt Ltd,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,http://envisionexports.com/index.php#contact
Envision Exports Pvt Ltd,Yarn Expo Spring 2026,YARNEXPOSPRING,,IND,,www.envisionexports.com
E-Ocean India Techno Pvt Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Gurugram,IND,info@eoceanindia.com,
Epsilon Enterprises,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,New Delhi,IND,epsilonenterprises24@gmail.com,
Epsilon Enterprises,Media Expo Delhi 2026,MEDIAEXPODELHI,New Delhi,IND,epsilonenterprises24@gmail.com,
Epson,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,imam282001@gmail.com,www.epson.co.in
EPSON INDIA PRIVATE LIMITED,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,,www.epson.co.in
Epson India Private limited,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Chennai,IND,,www.epson.co.in
EPSON INDIA PRIVATE LIMITED,Media Expo Delhi 2026,MEDIAEXPODELHI,New Delhi,IND,raman@eid.epson.co.in,
Equinox Overseas,Christmasworld 2026,CHRISTMASWORLD,New Delhi,IND,eqoverseas@gmail.com,www.equinoxoverseas.net
Ess Aar Automotive Pvt Ltd,Automechanika Frankfurt 2026,AUTOMECHANIKA,New Delhi,IND,,
ESS AAR Automotive Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,lotusimpex@live.com,www.lotususa.us
Essco International,Heimtextil 2027,HEIMTEXTIL,Panipat,IND,info@esscointernational.com,www.esscointernational.com
Essem Tecnopinz Pvt. Ltd.,Paperworld Middle East 2026,PAPERWORLDMIDDLEEAST,Maharashtra,IND,sales@essemtips.com,
Essen Speciality Films Limited,Ambiente 2026,AMBIENTE,Rajkot,IND,sonal.pithava@rajoo.com,www.essenspeciality.com
Esteem Auto Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Rajkot,IND,exports@esteemauto.com,www.esteemauto.com
Esteem Auto Pvt. Ltd.,Automechanika Riyadh 2026,AUTOMECHANIKARIYADH,Rajkot,IND,exports@esteemauto.com,www.esteemauto.com
Esteem Auto Pvt Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rajkot,IND,exports@esteemauto.com,www.esteemauto.com
ESTER INDUSTRIES LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Udham Singh Nagar,IND,avinash.sinha@ester.in,https://www.esterindustries.com/
Euro Collection,Ambiente 2026,AMBIENTE,Moradabad,IND,ahmarltf@gmail.com,
Everest Metal Industries,Light + Building 2026,LIGHTBUILDING,Jamnagar,IND,sales@everestmetal.com,www.everestmetal.com
evolv Clothing Company Pvt. Ltd,Apparel Sourcing Paris Autumn 2026,APPARELSOURCINGPARISAUTUMN,Chennai,IND,suparna@evolvclothing.com,www.evolvclothing.com
EXAL PEN PRIVATE LIMITED,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Kolkata,IND,info@exalpen.com,www.exalpen.com
Exal Pen Private Limited,Paperworld Middle East 2026,PAPERWORLDMIDDLEEAST,Kolkata,IND,info@exalpen.com,www.exalpen.com
Excel Copier Systems,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,sales@excelcopier.com,www.excelcopier.com
Excel Engineers,Automechanika Frankfurt 2026,AUTOMECHANIKA,Kothariya,IND,info@excel-engineers.com,excel-engineers.com
Excel Enterprise,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,www.excelexporthouse.com
Excel Enterprise,Yarn Expo Spring 2026,YARNEXPOSPRING,,IND,,www.excelenterprlse.net
Excel India Tech,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Chennai,IND,sales.excelindiatech@gmail.com,
Excellence Multiservices Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Gurugram,IND,sunny.gupta.g@gmail.com,
Exim Corporation,Ambiente 2026,AMBIENTE,Amroha (U.P),IND,office.eximcorp@gmail.com,
Exmart International Pvt. Ltd.,Heimtextil 2027,HEIMTEXTIL,Noida,IND,rajeshjain953@gmail.com,WWW.EXMARTINTERNATIONAL.COM
Exmart International Pvt. Ltd.,Ambiente 2026,AMBIENTE,Noida,IND,rajeshjain953@gmail.com,www.exmartinternational.com
Export House (India),Ambiente 2026,AMBIENTE,Moradabad,IND,info@ehimbd.com,www.ehimbd.com
Export Promotion Council For Handicrafts,Ambiente 2026,AMBIENTE,New Delhi,IND,mails@epch.com,www.epch.in
Exports International Corporation,Ambiente 2026,AMBIENTE,New Delhi,IND,info@eic.co.in,www.eic.co.in
Extraweave Pvt Ltd,Heimtextil 2027,HEIMTEXTIL,"Chertala, Allapuzha",IND,gmmarketing@extraweave.com,extraweave.com
FAB LIVING,Heimtextil 2027,HEIMTEXTIL,Panipat,IND,info@fabliving.co.in,
Facs Lubrication Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Valsad,IND,anamika@elviworld.com,www.facslube.com
Fame India,Ambiente 2026,AMBIENTE,Moradabad,IND,,
Family Plastics and Thermoware Pvt. Ltd,Ambiente 2026,AMBIENTE,"Trivandrum, Kerala",IND,info@familyplastics.com,www.familyplastics.com
FAMILY PLASTICS AND THERMOWARE PVT. LTD.,Interior Lifestyle Tokyo 2026,INTERIORLIFESTYLETOKYO,IN-11 Trivandrum,IND,info@familyplastics.com,
Famous Art &amp; Antiques International,Ambiente 2026,AMBIENTE,Saharanpur,IND,export@famartindia.com,www.famartindia.com
M/S Fantasy Exports,Ambiente 2026,AMBIENTE,Moradabad,IND,vikas@fantasyexports.com,www.fantasyexports.com
FARMER TRACPARTS,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Faridabad,IND,sales@farmerspares.com,www.farmerspares.com
Fashion Fantasy,Apparel Sourcing Paris Autumn 2026,APPARELSOURCINGPARISAUTUMN,Mumbai,IND,rupesh@fashionfantasy.in,https://www.fashionexports.com
Fastprint Technologies Pvt.Ltd.,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,tushar4254@gmail.com,
Fayon India Private Limited,Media Expo Chennai 2026,MEDIAEXPOCHENNAI,Ahmedabad,IND,fayonindia@gmail.com,www.fayonind.com
Faze Three Limited,Heimtextil 2027,HEIMTEXTIL,Mumbai,IND,,www.fazethree.com
FCE LIFESTYLES PVT LTD (Lamy),Paperworld Delhi 2026,PAPERWORLDDELHI,Delhi,IND,sucharita@fcelifestyles.com,www.lamyshop.in
Fce Lifestyles Pvt Ltd (Lamy),Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Central Delhi,IND,jiten@fcelifestyles.com,www.lamyshop.in
FEDERAL INDIA TRADING COMPANY,Techtextil India 2025,TECHTEXTILINDIA,Ahmedabad,IND,mehul.javeri@fitcoindia.com,www.fitcoindia.com
FEM Exports,Heimtextil 2027,HEIMTEXTIL,Mumbai,IND,shoeb@femexports.com,www.femexports.com
Fenix Process Technologies Private Limited,ACHEMA Middle East 2026,ACHEMAMIDDLEEAST,Pune,IND,info@fenix.in,www.fenix.in
FEROLITE JOINTINGS LIMITED,Automechanika Frankfurt 2026,AUTOMECHANIKA,Ghaziabad,IND,export@ferolite.com,www.ferolite.com
Ferron Tubes Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Palwal,IND,guneetchitkara@gmail.com,
Fiber N Loom Private Limited,Heimtextil 2027,HEIMTEXTIL,"Varanasi, Uttar Pradesh",IND,info@fibernloom.com,www.fibernloom.com
Fibre2Fashion Private Limited,Techtextil India 2025,TECHTEXTILINDIA,Ahmedabad,IND,ssb.786.ravi@gmail.com,www.fibre2fashion.com
Fibre World,Heimtextil 2027,HEIMTEXTIL,"Alleppey, Kerala",IND,neena@fibreworldindia.com,
Fibre World,Ambiente 2026,AMBIENTE,"Alleppey, Kerala",IND,neena@fibreworldindia.com,
Fibwings International,Ambiente 2026,AMBIENTE,Kolkata,IND,info@fibwings.com,www.fibwings.com
FIGO IMPEX,Paperworld Delhi 2026,PAPERWORLDDELHI,Chennai,IND,figoimpex@gmail.com,www.figoimpex.com
F I Home Private Limited,Ambiente 2026,AMBIENTE,Panipat,IND,flooringindiaco@yahoo.com,
Filadil Exports,Christmasworld 2026,CHRISTMASWORLD,New Delhi,IND,hemant@filadil.com,www.filadil.com
FILEX SYSTEMS PVT. LTD.,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Delhi,IND,naman@filexindia.com,www.solo.in
FILEX SYSTEMS PVT. LTD.,Paperworld Delhi 2026,PAPERWORLDDELHI,Delhi,IND,naman@filexindia.com,www.solo.in
Fill In The Blanks,Ambiente 2026,AMBIENTE,Moradabad,IND,ayushi@fintb.in,
Film Electronics Pvt. Ltd.,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Meerut,IND,finance@filmelectronics.in,www.filmelectronics.in
Fine &amp; Shine Cosmetics Private Limited,Beautyworld Dubai 2026,BEAUTYWORLDMIDDLEEAST,"Sonipat,",IND,exim@fineandshine.com,
FINE FRAGRANCES PVT LTD,Beautyworld Dubai 2026,BEAUTYWORLDMIDDLEEAST,MUMBAI,IND,finefrag@finefrag.com,www.finefrag.com
FINEOTEX CHEMICAL LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Mumbai,IND,selvi@fineotex.com,www.fineotex.com
Finex Sieves Private Limited,Intersec 2026,INTERSEC,Vadodara,IND,mikin@finexsieves.com,www.finexsieves.com
FireChem,Intersec 2026,INTERSEC,Faridabad,IND,harshit@firechem.in,www.firechem.in
Fire &amp; Security Association of India,Intersec 2026,INTERSEC,CHENNAI,IND,satyendra.mehra@nm-india.com,www.fsai.in
Firetech Equipment &amp; Systems Pvt. Ltd.,Intersec 2026,INTERSEC,Mumbai,IND,perumal@firetechindia.com,www.firetechindia.com
Firstedge Marketing Pvt.Ltd.,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Faridabad,IND,manojgupta1@me.com,www.firstedgegaskets.com
Fivestar Brass India Limited,ISH 2025,ISH,Jamnagar,IND,,
FIXWELL INDUSTRIES,Paperworld Delhi 2026,PAPERWORLDDELHI,New Delhi,IND,fixwellmedia@gmail.com,www.fixwellindustries.com
Flair Writing Industries Limited,Ambiente 2026,AMBIENTE,Mumbai,IND,jatinchadha@flairpens.com,www.flairworld.in
FLEET Gaskets India Pvt. Ltd.,Automechanika Frankfurt 2026,AUTOMECHANIKA,New Delhi,IND,info@fleetgaskets.net,www.fleetgaskets.net
Fleet Gaskets India Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,info@fleetgaskets.net,www.fleetgaskets.net
Flex Bearing India,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Gondal,IND,contact@flexbearing.com,www.flexbearing.com
Flexitech India,Media Expo Delhi 2026,MEDIAEXPODELHI,Greater Noida,IND,indiaflexitech@gmail.com,WWW.FLEXITECHINDIA.COM
FLEXITEST MATERIAL TESTING INSTRUMENTS,Techtextil India 2025,TECHTEXTILINDIA,Mumbai,IND,shriyanshi@flexitest.in,www.flexitest.in
Floor Decor,Heimtextil 2027,HEIMTEXTIL,Thoothukudi,IND,rajmathew@floordecor.in,www.floordecor.in
Floor Decor,Ambiente 2026,AMBIENTE,Thoothukudi,IND,rajmathew@floordecor.in,www.floordecor.in
Floor Gardens,Heimtextil 2027,HEIMTEXTIL,Alappuzha,IND,siby@floorgardens.com,www.floorgardens.com
Floor Gardens,Ambiente 2026,AMBIENTE,Alappuzha,IND,siby@floorgardens.com,www.floorgardens.com
Floor Gardens,Christmasworld 2026,CHRISTMASWORLD,Alappuzha,IND,siby@floorgardens.com,www.floorgardens.com
Flora International,Heimtextil 2027,HEIMTEXTIL,Panipat,IND,varun.jain@spjgroup.in,
Flora International,Ambiente 2026,AMBIENTE,Panipat,IND,,
FNS International Limited,Ambiente 2026,AMBIENTE,Delhi,IND,,
Foamtech Antifire Company,Intersec 2026,INTERSEC,Haridwar,IND,sales@foamtechantifire.com,www.foamtechantifire.com
P.V. Forge Private Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Rohtak,IND,sales@pvforge.com,www.pvforge.com
Forms,Ambiente 2026,AMBIENTE,Nagpur,IND,formsngp@gmail.com,www.formsgroup.in
Formula Lighting (India) Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Kashipur,IND,alokaggarwal999@gmail.com,www.autohalogenlamps.com
Four Wheels (India),ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,,
Fox Exports Pvt. Ltd.,Intersec 2026,INTERSEC,Kolkata,IND,foxexports@gmail.com,
FPI Auto Parts India Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Alwar,IND,rnd@india.fpiautoparts.com,www.india.fpiautoparts.com
Friends Casting Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Jalandhar,IND,info@friendsgroup.com,www.friendsgroup.com
Friendsco Engineering Works (Regd),ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Sonepat,IND,calibrata@gmail.com,
Frost &amp; Sullivan India Pvt Ltd,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Chennai,IND,shannon.gable@frost.com,
"FUJIFILM INDIA PRIVATE LIMITED ( Fujitech, Pune )",Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Pune,IND,fujitech2024@gmail.com,www.fujitech.com
FUTURON SPECIALTY PRODUCTS PRIVATE LIMITED,Techtextil India 2025,TECHTEXTILINDIA,Mumbai,IND,sandeep@futuronspecialty.com,
GABSS PRINTMART PVT. LTD,Paperworld Delhi 2026,PAPERWORLDDELHI,Delhi,IND,aashish@paperclipstore.in,www.paperclipstore.in
Gad Fashions (India) Pvt. Ltd.,Heimtextil 2027,HEIMTEXTIL,Jaipur,IND,gad@gadhome.com,
Gajanan India,Ambiente 2026,AMBIENTE,Noida,IND,,
Gajra Gears Private Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Mumbai,IND,rashmigajra@gajra.com,www.gajra.com
Gala Group India,Ambiente 2026,AMBIENTE,Tuticorin,IND,,https://www.gala-group.com/
Galaxy Bearings Ltd.,Automechanika Frankfurt 2026,AUTOMECHANIKA,Rajkot,IND,ankurkantesaria@galaxybearings.com,www.galaxybearings.com
Galaxy Bearings Ltd.,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rajkot,IND,ankurkantesaria@galaxybearings.com,www.galaxybearings.com
Galaxy Exports,Heimtextil 2027,HEIMTEXTIL,Karur,IND,karthikeyan@galaxyexports.in,
Galaxy Indicators India Private Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Faridabad,IND,sales@galaxyinstrument.com,www.galaxyinstruments.com
Galaxy Motors,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ahmedabad,IND,business.galaxymotors@gmail.com,www.gmpautoparts.com
Galaxy Packaging Machines,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ambala,IND,galaxy_machines@gmail.com,www.galaxymachinesindia.com
Galaxy Printers,Print Expo Chennai 2026,PRINTEXPOCHENNAI,New Delhi,IND,sach.sawant87@gmail.com,
GANAPATHY ASSOCIATES,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Chennai,IND,,
GANESHA ECOSPHERE LTD.,Techtextil India 2025,TECHTEXTILINDIA,Dehat,IND,hitendra.s.hada@ganeshaecosphere.com,www.ganeshaecosphere.com
GANESH CREATIONS,Ambiente 2026,AMBIENTE,Jaipur,IND,info@ganeshcreations.co,www.ganeshcreations.co
Ganeshi Lal Jwala Prasad,Ambiente 2026,AMBIENTE,Moradabad,IND,shantanu@gljp-exports.com,www.gljp-exports.com
Ganga enterprises powertech,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,,
Ganges Jute Private Limited,Ambiente 2026,AMBIENTE,Kolkata,IND,aadit@angesbags.com,www.angesbags.com
Ganges Jute Private Limited,Christmasworld 2026,CHRISTMASWORLD,Kolkata,IND,aadit@angesbags.com,www.angesbags.com
Garden&#39;s Need Pvt. Ltd.,Ambiente 2026,AMBIENTE,Ghaziabad,IND,gautam@gardensneed.com,
Garima Global Pvt. Ltd.,Automechanika Frankfurt 2026,AUTOMECHANIKA,Mumbai,IND,sales@garimaglobal.com,www.garimaglobal.com
Garima Global Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,"Mumbai,",IND,marketing@garimaglobal.com,www.garimaglobal.com
GARIMA GLOBAL PVT.LTD.,Automechanika Jakarta 2026,AUTOMECHANIKAJAKARTA,IN-13 MUMBAI,IND,garimaglobal@vsnl.com,www.garimaglobal.com
Garware Hi-Tech Films Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Mumbai,IND,pratik.bedi@garwarehitech.com,www.garwarepolyesterfilms.com
GATES India Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Oragadam,IND,ridhwan.nissa@gates.com,www.gates.com
Gaurav Stainless Limited,Ambiente 2026,AMBIENTE,Delhi,IND,marketing@himenterprises.com,www.gauravstainless.co.in
Gayatri Inc.,Ambiente 2026,AMBIENTE,"New Delhi, South East Delhi",IND,monika30soni@gmail.com,
G. B. TECH (INDIA),Print Expo Chennai 2026,PRINTEXPOCHENNAI,Delhi,IND,gbtechindia@gmail.com,http://www.gbtechindia.com/
G B TECH (INDIA) PRIVATE LIMITED,Print Expo Chennai 2026,PRINTEXPOCHENNAI,New Delhi,IND,accounts_gbtechindia@yahoo.com,
GBTL,Texworld Paris Autumn 2026,TEXWORLDPARISAUTUMN,Bhiwani,IND,yogesh.s@gbtl.in,www.gbtl.in
GDJD International Pvt Ltd,Yarn Expo Spring 2026,YARNEXPOSPRING,,IND,,www.gdjd.com
Gedore (India) Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Manesar,IND,vinita.sonal@gedoreindia.com,www.gedoreindia.com
Gee EMM Global Exim,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,mgogna80@gmail.com,
Gee Kay wires limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Hyderabad,IND,alokjoshi2002@gmail.com,www.geekaywires.com
Geetha Lamination,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Sivakasi,IND,,
Gem &amp; Co.,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Jalandhar,IND,dj123kohli@gmail.com,www.gemandcoindia.com/
General Traders,Ambiente 2026,AMBIENTE,Palghar,IND,general.traders@yahoo.com,www.cometplastics.com
Gentech Engineers,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Ghaziabad,IND,sales@gentechengineers.com,www.gentechengineers.com
Genuine Auto Agency,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,manugarg1990@gmail.com,
Geratex Machinery Pvt. Ltd.,Techtextil 2026,TECHTEXTIL,Vadodara,IND,saurabh.sinha@geratex-india.com,www.geratex-india.com
G&amp;G GLOBAL,Paperworld Delhi 2026,PAPERWORLDDELHI,New Delhi,IND,gulatisafal19@gmail.com,
Giant Truss,Prolight + Sound Bangkok 2026,PROLIGHTSOUNDBANGKOK,,IND,,www.gianttruss.com
Gibraltar Airsprings Private Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Howrah,IND,kamalini.maitra@gibraltarairsprings.com,www.gibraltarairsprings.com
Gibraltar Airsprings Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Howrah,IND,kamalini.maitra@gibraltarairsprings.com,www.gibraltarairsprings.com
Ginni Spectra Private Limited,Techtextil 2026,TECHTEXTIL,"Jaipur, Rajasthan",IND,nitinpoddar@nowofill.com,www.nowofill.com
GINNI SPECTRA PVT. LTD. (NOWOFILL),Techtextil India 2025,TECHTEXTILINDIA,Jaipur,IND,ea.npoddar@nowofill.com,https://nowofill.com/
Ginni Spectra Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Jaipur,IND,nitinpoddar@nowofill.com,www.nowofill.com
GIRDHAR ENTERPRISES,Paperworld Delhi 2026,PAPERWORLDDELHI,Delhi,IND,magpiestationery@gmail.com,
Gita And Company,Media Expo Mumbai 2026,MEDIAEXPOMUMBAI,Mumbai,IND,siddhart@gcoindia.com,WWW.GCOINDIA.COM
GK Enterprises Private Limited,ISH 2025,ISH,New Delhi,IND,contact@gkayindia.com,www.gkayindia.com
G K INTERNATIONAL DIESEL,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,gkinternationaldiesel@gmail.com,
G K Winding Wires Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Noida,IND,marketing@gkwinding.com,www.gkwinding.com
Glassboy Exports,Ambiente 2026,AMBIENTE,Firozabad,IND,glassboyexports@gmail.com,
Glass World,Ambiente 2026,AMBIENTE,Firozabad,IND,info@glass-world.in,www.glass-world.in
GLEMTECH PLAST PRIVATE LIMITED,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Noida,IND,sep.jain@gmail.com,
GLEMTECH PLAST PRIVATE LIMITED,Paperworld Delhi 2026,PAPERWORLDDELHI,Noida,IND,sep.jain@gmail.com,
Global Automotive Components Private Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Faridabad,IND,info@globalautomotive.in,
Global Automotive Components,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Bahadurgarh,IND,info@globalheads.in,www.globalheads.in
Global Automotive Components Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Faridabad,IND,ritesh@globalautomotive.in,
Global Dried Flowers,Christmasworld 2026,CHRISTMASWORLD,Kolkata,IND,office@globaldriedflowers.com,www.globaldriedflowers.com
Global India,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,New Delhi,IND,globalseatcover@gmail.com,
GLOBAL LINERS,Automechanika Frankfurt 2026,AUTOMECHANIKA,Rajkot,IND,info@globalautoliners.com,www.globalautoliners.com
Global Liners,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Rajkot,IND,sales@globalautoliners.com,www.globalautoliners.com
GLOBAL LINERS,Automechanika Buenos Aires 2026,AUTOMECHANIKABUENOSAIRES,Rajkot,IND,info@globalautoliners.com,www.globalautoliners.com
Global Meditech Unit - 2,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Gandhinagar,IND,dynafresh.in@gmail.com,dynafresh.in
Global Rug Company,Heimtextil 2027,HEIMTEXTIL,Bhadohi,IND,utkarsh@globalrugcompany.com,www.globalrugcompany.com
Global Tex,"Vietnam International Trade Fair for Apparel, Textiles & Textile Technologies 2026",VIETNAMINTERNATIONALTRADEFAIRFORAPPARELTEXTILESTEXTILETECHNOLOGIES,,IND,,www.globaltex.co.in
Global Tex,Yarn Expo Autumn 2026,YARNEXPOSHANGHAIAUTUMN,,IND,,www.globaltex.co.in
Global Tex,Yarn Expo Spring 2026,YARNEXPOSPRING,,IND,,www.globaltex.co.in
GLOBAL TRADE LINKS,Paperworld Delhi 2026,PAPERWORLDDELHI,New Delhi,IND,globaltradelinks@skoolster.in,
Global Vision Technology,Print Expo Chennai 2026,PRINTEXPOCHENNAI,Coimbatore,IND,globalvisiontech.gvt@gmail.com,www.globalvisiontechnology.in
GLOBAL WRITINGS,Paperworld Mumbai 2026,STATIONERYWRITESHOWPRESENTEDBYPAPERWORLD,Kolkata,IND,accounts@suprapens.com,www.suprapens.com
Global Writings,Ambiente 2026,AMBIENTE,Kolkata,IND,shrikantsinha@suprapens.com,www.suprapens.com
Globe Artwares Impex Pvt. Ltd.,Ambiente 2026,AMBIENTE,Moradabad,IND,info@globeartwares.com,
Globe Auto Parts PVT. LTD.,Automechanika Riyadh 2026,AUTOMECHANIKARIYADH,Delhi,IND,globeautopartspl@gmail.com,
Globe Autoparts Pvt. Ltd.,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Delhi,IND,globeautopartspl@gmail.com,www.sparepartindia.com
Globe Components Pvt Limited,Automechanika Frankfurt 2026,AUTOMECHANIKA,Chennai,IND,marketing@globecomponents.com,www.globe-india.com
Globe Cotyarn Pvt. Ltd.,Heimtextil 2027,HEIMTEXTIL,Mumbai,IND,admin@globecot.co.in,www.globecot.co.in
Globe Enterprises,Ambiente 2026,AMBIENTE,New Delhi,IND,info@globeenterprises.in,
Globe Exports Corporation,Ambiente 2026,AMBIENTE,Moradabad,IND,rishi@globeexports.co.in,
Globe Metal Solutions,Light + Building 2026,LIGHTBUILDING,Faridabad,IND,,
Globe Rectifiers,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Faridabad,IND,,
Glosil International Private Limited,ACMA Automechanika New Delhi 2026,ACMAAUTOMECHANIKANEWDELHI,Coimbatore,IND,info@glosil.in,www.glosil.in
Gloster Limited,Ambiente 2026,AMBIENTE,Kolkata,IND,lifestyle@glosterjute.com,www.glosterjute.com
GMB Trade Linkers,Ambiente 2026,AMBIENTE,Moradabad,IND,admin@gmbtradelinkers.com,
GM Creation,Ambiente 2026,AMBIENTE,"Agra, Uttar Pradesh",IND,info@gmcreation.com,www.gmcreation.com
G M Fabrics Pvt. Ltd.,Heimtextil 2027,HEIMTEXTIL,Mumbai,IND,sales@gmfabrics.com,www.gmfabrics.com
GMM Pfaudler Ltd,ACHEMA Middle East 2026,ACHEMAMIDDLEEAST,Mumbai,IND,communications@pfaudler.com,www.gmmpfaudler.com
G.M. Syntex Pvt. Ltd.,Heimtextil 2027,HEIMTEXTIL,Mumbai,IND,admin@gmsyntex.com,https://gmsyntex.com/
